NAME,Uniprot,stringId,DNA_Repair,GO_CC,GO_BP,GO_MF,Annotation,An.color,S6.FuzzyCMeans,Ku.FuzzyCMeans,Mre.FuzzyCMeans,S6.FC.nonIR5,S6.FC.IR5,S6.FC.IR30,S6.FC.IR2,S6S.FC.IR8,S6.FC.IR24,S6.FC.nonIR24,Ku.FC.nonIR5,Ku.FC.IR5,Ku.FC.IR30,Ku.FC.IR2,Ku.FC.IR8,Ku.FC.IR24,Ku.FC.nonIR24,Mre.FC.nonIR5,Mre.FC.IR5,Mre.FC.IR30,Mre.FC.IR2,Mre.FC.IR8,Mre.FC.IR24,Mre.FC.nonIR24
CPSF7,Q8N684,9606.ENSP00000345412,0,mRNA cleavage factor complex ,mRNA 3'-end processing ,mRNA binding ,RNA Metabolism,gold,0,4,4,4.862333333,2.647333333,3.771,4.358333333,2.027666667,0,0,0,0,0,5.031,0,0,0,0,0,32.24233333,0,45.45033333,68.329,62.331
CRYZ,Q08257,9606.ENSP00000399805,0,GO:0005829~cytosol,xenobiotic catabolic process,mRNA 3'-UTR binding,RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.906,0,0,0
CS,O75390,9606.ENSP00000342056,0,nucleus ,tricarboxylic acid cycle ,RNA binding ,DNA Repair,firebrick1,2,0,2,2.279833333,2.33,2.479666667,0,0.5,2.489333333,0.493,0,0.494,1.017333333,0.860333333,5.569,1.342333333,3.745,0,0,0,0,0,37.11966667,0
CSDE1,O75534,9606.ENSP00000481762,ForkStall,CRD-mediated mRNA stability complex ,CRD-mediated mRNA stabilization ,RNA binding ,RNA Metabolism,gold,1,3,3,0,0,0,3.603666667,0,0,0,0,0,0,1.639,5.313666667,0,0,0,0,0,0,19.94533333,0,0
CSNK2B,P67870,9606.ENSP00000365042,0,protein kinase CK2 complex ,Wnt signaling pathway ,protein kinase regulator activity ,DNA Repair,firebrick1,0,0,0,0,2.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSTF1,Q05048,9606.ENSP00000217109,0,mRNA cleavage stimulating factor complex,mRNA 3'-end processing,RNA binding,RNA Metabolism,gold,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.84133333,0
CSTF2,P33240,9606.ENSP00000387996,0,mRNA cleavage and polyadenylation specificity factor complex,mRNA 3'-end processing,mRNA binding,RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.72533333,0,0,0
CSTF2T,Q9H0L4,9606.ENSP00000332444,0,mRNA cleavage and polyadenylation specificity factor complex,mRNA 3'-end processing,RNA binding,RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.72733333,0,0,0
CSTF3,Q12996,9606.ENSP00000315791,0,nucleoplasm ,mRNA polyadenylation ,mRNA binding ,RNA Metabolism,gold,3,0,5,0,0,0,4.255333333,3.755333333,0,0,0,0,0,0,0,0,0,0,0,19.894,0,0,0,0
CTBP2,P56545,9606.ENSP00000311825,0,"transcriptional repressor complex,",negative regulation of cell proliferation,transcription corepressor activity,Transcription Regulation,slateblue1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.996,0,0,0
CTNNB1,P35222,9606.ENSP00000495360,0,Wnt signalosome ,"transcription, DNA-templated ",transcription coactivator activity ,Chromatin Organization,darkviolet,3,3,6,0,1.757666667,1.448333333,4.095666667,3.514,0,0,0,0,0,0,2.613,0,0,0,0,31.40366667,0,38.337,31.207,0
CTNND1,O60716,9606.ENSP00000382004,0,catenin complex ,Wnt signaling pathway ,protein kinase binding ,Chromatin Organization,darkviolet,1,0,0,0,0,0,1.472666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTR9,Q6PD62,9606.ENSP00000355013,0,Cdc73/Paf1 complex ,histone H3-K4 methylation ,RNA polymerase II core binding ,Chromatin Organization,darkviolet,1,0,0,0,0,0,4.854333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSD,P07339,9606.ENSP00000236671,0,ficolin-1-rich granule lumen,proteolysis,peptidase activity,UPR,maroon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15566667,0,0,0
DAP3,P51398,9606.ENSP00000357320,0,nucleoplasm ,ribosome biogenesis ,RNA binding ,p53 Pathway,tomato,1,2,5,0,0,0,1.198333333,0,0,0,0.660333333,0,0,1.23,2.053333333,0,0,0,0,24.64,0,0,0,0
DARS2,Q6PI48,9606.ENSP00000497569,0,nucleoplasm,aspartyl-tRNA aminoacylation,tRNA binding,RNA Metabolism,gold,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.85966667,0,0
DAZAP1,Q96EP5,9606.ENSP00000233078,0,ribonucleoprotein complex ,"mRNA splicing, via spliceosome ",mRNA binding ,RNA Metabolism,gold,1,1,4,0,2.036333333,2.406333333,5.709,2.117,2.157666667,2.262,0.649666667,0,2.311,3.188,4.831,2.175,2.381333333,0,0,33.527,0,39.162,51.11016667,57.177
DCAF13,Q9NV06,9606.ENSP00000297579,0,Cul4-RING E3 ubiquitin ligase complex,rRNA processing,"substrate recognition for ubiquitination,",RNA Metabolism,gold,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6,30.717,38.12166667,0,0
DDB1,Q16531,9606.ENSP00000301764,NER,Cul4-RING E3 ubiquitin ligase complex ,DNA repair ,damaged DNA binding ,DNA Repair,firebrick1,3,0,4,4.464666667,6.063333333,3.993,7.042666667,6.736,4.739,4.373666667,3.297666667,4.137333333,5.242333333,4.905,5.345666667,2.237333333,4.524,0,0,0,0,55.353,38.36066667,50.509
DDRGK1,Q96HY6,9606.ENSP00000346483,0,nucleolus,protein ufmylation,ubiquitin-like protein ligase binding,Chromatin Organization,darkviolet,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.13733333,0,0
DDX1,Q92499,9606.ENSP00000370745,0,ribonucleoprotein complex ,double-strand break repair ,nuclease activity ,DNA Repair,firebrick1,0,0,3,0,2.503333333,4.598,6.763333333,4.775666667,4.353333333,2.220666667,1.054666667,0,2.311666667,5.123,5.021666667,2.168333333,2.016333333,0,0,0,28.47033333,30.29633333,0,0
DDX17,Q92841,9606.ENSP00000380033,0,ribonucleoprotein complex ,RNA processing ,transcription coactivator activity ,Transcription Regulation,slateblue1,1,0,6,4.888666667,4.422333333,4.717666667,6.942333333,2.179666667,4.574666667,2.435666667,1.059666667,2.089333333,2.136,5.07,5.700666667,3.887666667,2.176,38,37.039,45.42233333,0,62.47633333,43.85666667,0
DDX18,Q9NVP1,9606.ENSP00000263239,0,nucleolus ,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) ",RNA helicase activity ,Ribosome Biosynthesis,lightgreen,0,0,6,0,0,0,4.675333333,1.895333333,0,2.757333333,1.220333333,0,2.867,1.660333333,5.785333333,0,2.547333333,0,0,36.98233333,0,43.743,26.07,0
DDX19A,Q9NUU7,9606.ENSP00000306117,0,nucleoplasm,poly(A)+ mRNA export from nucleus,RNA helicase activity,RNA Metabolism,gold,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.91666667,45.93066667,0,0
DDX21,Q9NR30,9606.ENSP00000346120,DSB,B-WICH complex ,chromatin organization ,RNA helicase activity ,Ribosome Biosynthesis,lightgreen,0,4,4,10.407,8.437,9.465666667,9.78533333,10.04233333,10.19266667,9.83366667,5.837,8.331666667,6.113,10.222,7.594666667,5.910666667,6.694,0,0,0,0,49.72666667,66.729,66.55233333
DDX24,Q9GZR7,9606.ENSP00000481495,DSB,nucleolus ,RNA processing ,RNA helicase activity ,RNA Metabolism,gold,1,0,6,0,0,0,6.892333333,0,0,0,0,0,0,0,0,0,0,0,0,26.60833333,0,25.917,0,0
DDX27,Q96GQ7,9606.ENSP00000483495,0,nucleolus ,rRNA processing ,RNA helicase activity ,Ribosome Biosynthesis,lightgreen,3,0,4,0,1.926666667,0,7.403,4.774,1.955,2.057333333,1.423333333,0,0,0.735333333,2.442666667,0,2.124666667,0,0,0,0,34.95383333,61.986,56.5025
DDX39A,O00148,9606.ENSP00000242776,0,nucleus,mRNA splicing,RNA helicase activity,RNA Metabolism,gold,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.11566667,0,37.773,0,0
DDX39B,Q13838,9606.ENSP00000416269,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA helicase activity ,DNA Repair,firebrick1,2,0,4,3.6075,2.600666667,2.584666667,0.152666667,3.274666667,2.427666667,2.283,5.349333333,6.143333333,6.644,8.698666667,8.017333333,6.366666667,6.328333333,48,0,43.22516667,0,0,66.95833333,60.47116667
DDX3X,O00571,9606.ENSP00000494040,0,P granule ,positive regulation of gene expression ,RNA helicase activity ,Chromatin Organization,darkviolet,3,2,3,0,1.527166667,3.670833333,5.9965,4.3855,0,0.941833333,0.6185,0,1.424166667,5.9465,3.950833333,0.6455,0,0,0,20.692,32.39733333,45.58666667,0,0
DDX42,Q86XP3,9606.ENSP00000464050,DSB,nuclear speck ,regulation of apoptotic process ,RNA helicase activity ,RNA Metabolism,gold,0,0,6,2.092666667,3.919,2.148666667,6.311666667,4.931333333,3.983666667,3.878,0,0,0,0,0,0,0,0,0,25.983,0,37.57966667,0,0
DDX46,Q7L014,9606.ENSP00000416534,0,nuclear speck ,"mRNA splicing, via spliceosome ",RNA helicase activity ,RNA Metabolism,gold,1,0,0,1.834,2.057,0,5.060666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX47,Q9H0S4,9606.ENSP00000350698,DSB,nucleolus ,rRNA processing ,RNA helicase activity ,Ribosome Biosynthesis,lightgreen,1,3,2,0,0,0,5.159666667,0,0,2.68,1.385333333,0,2.480666667,1.725333333,5.122,1.863666667,2.058666667,0,0,26.59266667,0,55.60466667,50.163,0
DDX5,P17844,9606.ENSP00000225792,NER,ribonucleoprotein complex ,"mRNA splicing, via spliceosome ",RNA helicase activity ,DNA Repair,firebrick1,0,4,2,3.046666667,2.477,2.813,1.999333333,5.039,4.066333333,4.278333333,6.996166667,7.211166667,7.3335,8.117166667,6.596833333,6.935833333,4.871833333,0,48.592,0,0,50.994,52.00116667,0
DDX50,Q9BQ39,9606.ENSP00000362687,0,nucleolus ,RNA processing ,RNA helicase activity ,DNA Repair,firebrick1,1,0,5,0,0,0,4.510666667,0,0,0,0,0,0,0,0,0,0,0,0,19.93166667,0,0,0,0
DDX51,Q8N8A6,9606.ENSP00000380495,DSB,nucleolus ,rRNA processing ,RNA helicase activity ,Ribosome Biosynthesis,lightgreen,0,0,0,0,1.754666667,0,0.811333333,1.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX54,Q8TDD1,9606.ENSP00000323858,DSB,nucleoplasm ,rRNA processing ,transcription corepressor activity ,Transcription Regulation,slateblue1,3,0,4,2.549,4.593666667,5.097333333,7.109333333,7.069666667,5.774666667,3.868666667,2.639666667,0,0,4.702666667,4.620666667,1.676333333,2.088333333,0,0,37.95466667,0,45.01,0,51.08366667
DDX56,Q9NY93,9606.ENSP00000258772,DSB,nucleolus ,rRNA processing ,RNA helicase activity ,Cell Cycle regulation,coral1,0,0,2,0,1.261666667,4.605333333,1.347333333,2.624666667,1.436,3.072333333,3.285,3.856666667,4.714666667,3.473333333,5.397333333,0,2.439666667,0,0,38.67566667,0,63.17433333,57.43166667,0
DECR1,Q16698,9606.ENSP00000220764,0,nucleus,fatty acid beta-oxidation,"2,4-dienoyl-CoA reductase (NADPH) activity",UPR,maroon,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.58766667,38.403,0,51.77966667,31.93966667,0
DHCR24,Q15392,9606.ENSP00000360316,0,nucleus,negative regulation of cell proliferation,delta24(24-1) sterol reductase activity,Cell Cycle regulation,coral1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.078,0,0
DHCR7,Q9UBM7,9606.ENSP00000347717,0,endoplasmic reticulum,cholesterol biosynthetic process,NADP binding,Cell Cycle regulation,coral1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.25166667,15.91033333,39.667,0,0
DHRS7B,Q6IAN0,9606.ENSP00000378887,0,transcription factor complex,"negative regulation of transcription, DNA-templated","transcription corepressor activity,",Transcription Regulation,slateblue1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.33833333,0,0
DHX15,O43143,9606.ENSP00000336741,0,spliceosomal complex ,RNA splicing ,RNA helicase activity ,RNA Metabolism,gold,1,2,2,5.736333333,2.872,2.566333333,8.186666667,5.061,5.380333333,3.529666667,4.567666667,1.929,2.907666667,7.751333333,6.245,3.968666667,2.607666667,0,0,32.31566667,0,51.69166667,57.79066667,0
DHX30,Q7L2E3,9606.ENSP00000405620,0,ribonucleoprotein complex ,RNA processing ,RNA helicase activity ,Ribosome Biosynthesis,lightgreen,3,3,3,0,0,0,5.025,5.535333333,0,0,1.113333333,0,0,1.523333333,5.29,2.207333333,0,0,0,0,0,44.56233333,0,0
DHX33,Q9H6R0,9606.ENSP00000225296,0,nucleolus,ositive regulation of transcription from RNA polymerase I promote,helicase activity,Ribosome Biosynthesis,lightgreen,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.76433333,25.57166667,0
DHX9,Q08211,9606.ENSP00000356520,NER,RISC complex ,DNA duplex unwinding ,transcription coactivator activity ,DNA Repair,firebrick1,0,0,4,10.69633333,9.048,9.979,9.84,10.75666667,10.522,10.29733333,6.512666667,8.400666667,6.995,9.832,8.613,6.334,7.011,63,67.953,75.23166667,33.785,82.17466667,70.28016667,70.524
DIMT1,Q9UNQ2,9606.ENSP00000199320,DSB,nucleolus ,rRNA methylation ,RNA binding ,Chromatin Organization,darkviolet,5,0,0,1.02775,1.904166667,0,1.574833333,5.445166667,5.1155,6.683833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKC1,O60832,9606.ENSP00000358563,DSB,telomerase holoenzyme complex ,telomere maintenance via telomerase ,telomerase RNA binding ,Chromatin Organization,darkviolet,0,0,6,0,1.236666667,0,0.787666667,0,0,0,0,0,0,0,0,0,0,0,0,26.29266667,0,44.14766667,0,0
DLD,P09622,9606.ENSP00000205402,0,oxoglutarate dehydrogenase complex ,2-oxoglutarate metabolic process ,NAD binding ,Chromatin Organization,darkviolet,4,3,6,0,0,0,0.812666667,2.385,0,1.023333333,1.601,0,2.517666667,2.33,5.933333333,2.459666667,1.955333333,0,0,27.028,0,44.44833333,0,0
DLST,P36957,9606.ENSP00000335304,0,oxoglutarate dehydrogenase complex ,2-oxoglutarate metabolic process ,transferase activity transferring acyl groups ,Chromatin Organization,darkviolet,0,0,4,3.099333333,6.517,2.978,5.223333333,6.14,6.524666667,0,4.584666667,0,2.911,1.999666667,4.274333333,3.094333333,7.225333333,44,0,0,0,0,0,0
DNAJA1,P31689,9606.ENSP00000369127,0,nucleus,response to unfolded protein,unfolded protein binding,UPR,maroon,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.34,0,0
DNAJA2,O60884,9606.ENSP00000314030,0,cytoplasm,protein folding,unfolded protein binding,UPR,maroon,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,25.83,0,0,39.125,0
DNAJC11,Q9NVH1,9606.ENSP00000366800,0,nuclear speck,inner mitochondrial membrane organization,protein binding,UPR,maroon,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.00233333,0,0
DNM2,P50570,9606.ENSP00000373905,NER,centrosome ,"transcription, DNA-templated ",protein kinase binding ,Cell Cycle regulation,coral1,0,0,0,2.051,1.759,2.991666667,1.813666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNTTIP2,Q5QJE6,9606.ENSP00000411010,DSB,chromosome ,RNA processing ,RNA binding ,Transcription Regulation,slateblue1,1,0,0,0,1.976,0,4.641666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPM1,O60762,9606.ENSP00000360638,0,nucleus,protein glycosylation,"transferase activity, transferring glycosyl groups",Transcription Regulation,slateblue1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77566667,0,0
DRG1,Q9Y295,9606.ENSP00000329715,0,nucleoplasm ,"transcription, DNA-templated ",transcription factor binding ,DNA Repair,firebrick1,0,2,3,0,1.998333333,1.504666667,1.621,2.125,0,0,0,0,0,1.555666667,2.391,0,0,0,0,0,0,25.829,0,0
DSP,P15924,9606.ENSP00000369129,0,nucleus ,lipid binding ,RNA binding ,Chromatin Organization,darkviolet,5,0,0,0,0,0,0,-0.784666667,1.093666667,4.379333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNC1I2,Q13409,9606.ENSP00000380308,0,dynein complex,transport along microtubule,dynein heavy chain binding,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.92733333,0,0,0
EBNA1BP2,Q99848,9606.ENSP00000407323,0, nucleolus [GO:0005730],RNA processing ,RNA binding ,p53 Pathway,tomato,0,0,4,0,0,0,0,0,0,0,1.761666667,0,0,3.38,2.046666667,0,0,32,45.176,38.86133333,0,57.324,63.279,69.01233333
ECSIT,Q9BQ95,9606.ENSP00000270517,0,nucleus,regulation of protein complex stability,protein binding,UPR,maroon,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.33933333,14.76066667,37.999,0,0
EEF1A1,P68104,9606.ENSP00000339063,0, eukaryotic translation elongation factor 1 complex [GO:0005853],translational initiation,ribosome binding ,Ribosome Biosynthesis,lightgreen,0,3,1,0,0,0,0,0,0,0,0,0.883666667,0.743333333,0,2.302666667,0.603666667,1.037,0,0,0,32.30366667,0,0,0
EEF1D,P29692,9606.ENSP00000410059,0,nucleus,cellular response to ionizing radiation,translation elongation factor activity,Ribosome Biosynthesis,lightgreen,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,38.77,0,0
EEF2,P13639,9606.ENSP00000307940,0,ribonucleoprotein complex ,cellular response to brain-derived neurotrophic factor stimulus ,RNA binding ,Ribosome Biosynthesis,lightgreen,0,3,2,0,0.421333333,0,1.885666667,3.563,0,1.781333333,0,0,1.136666667,1.163,4.703666667,0,0.791666667,38,31.864,26.95366667,0,45.45966667,45.01333333,0
EFTUD2,Q15029,9606.ENSP00000392094,0,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,RNA Metabolism,gold,0,2,2,7.823333333,5.155333333,4.99,8.136333333,8.427,8.225666667,7.438333333,4.952666667,4.552333333,5.718333333,7.912666667,7.115666667,5.343666667,5.048333333,0,0,45.97233333,0,46.39733333,63.72416667,0
EGFR,P00533,9606.ENSP00000275493,0, nuclear membrane [GO:0031965],positive regulation of protein kinase activity ,protein kinase binding ,Cell Cycle regulation,coral1,0,0,3,0,0,0,0,0,0,0,0.716666667,0,0,1.069666667,2.180333333,0,0,0,0,0,34.54433333,43.17733333,0,0
EIF2A,Q9BY44,9606.ENSP00000417229,0, eukaryotic translation initiation factor 2 complex [GO:0005850],translational initiation,ribosome binding ,Ribosome Biosynthesis,lightgreen,0,2,0,0,0,0,0,0,0,0,0,0,0,3.007333333,4.550333333,0,0,0,0,0,0,0,0,0
EIF2S1,P05198,9606.ENSP00000256383,0, eukaryotic translation initiation factor 2 complex [GO:0005850],translational initiation,RNA binding ,Ribosome Biosynthesis,lightgreen,0,0,2,0,0,0,0,0,0,0,5.263,2.283333333,2.706,4.143666667,6.676333333,0,0,0,0,44.722,0,45.39366667,56.16066667,0
EIF3A,Q14152,9606.ENSP00000358140,NHEJ, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,Ribosome Biosynthesis,lightgreen,0,3,0,0,0,0,0,0,0,0,0.994666667,0,0,0,2.884,0,0,0,0,0,0,0,0,0
EIF3B,P55884,9606.ENSP00000354125,NHEJ, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,Ribosome Biosynthesis,lightgreen,0,2,0,0,0,0,0,0,0,0,0.901666667,0,1.936666667,4.263,4.829666667,0,0,0,0,0,0,0,0,0
EIF3C,Q99613,9606.ENSP00000332604,0, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,Ribosome Biosynthesis,lightgreen,0,0,0,0,0,0,0,0,0,0,1.436,0,2.107333333,3.5,2.371333333,0,0,0,0,0,0,0,0,0
EIF3F,O00303,9606.ENSP00000431800,0, eukaryotic translation initiation factor 3 complex [GO:0005852],translational initiation,ribosome binding ,Ribosome Biosynthesis,lightgreen,0,0,0,0,0,0,0,0,0,0,0.483333333,0,1.801333333,1.834,4.931666667,2.057,0,0,0,0,0,0,0,0
EIF3L,Q9Y262,9606.ENSP00000485663,0, eukaryotic 43S preinitiation complex [GO:0016282],translational initiation,ribosome binding ,Ribosome Biosynthesis,lightgreen,0,2,0,0,0,0,0,0,0,0,2.183666667,0,2.089,3.567333333,4.754333333,0,0,0,0,0,0,0,0,0
EIF4A1,P60842,9606.ENSP00000293831,HR, eukaryotic translation initiation factor 4F complex [GO:0016281],translational initiation,RNA helicase activity ,Ribosome Biosynthesis,lightgreen,0,0,6,0,0,0,0,0,0,0,5.868666667,6.501666667,6.58,7.431666667,8.642333333,3.564,6.372,0,0,37.86133333,0,26.03733333,0,0
EIF4A3,P38919,9606.ENSP00000497641,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA helicase activity ,Ribosome Biosynthesis,lightgreen,0,0,2,8.486666667,5.913666667,8.880666667,8.447666667,10.48366667,8.765666667,8.376,6.552666667,5.151333333,7.808666667,8.166666667,7.404666667,7.477,5.273333333,47,47.107,47.664,0,54.13266667,54.1815,0
EIF4H,Q15056,9606.ENSP00000265753,0, eukaryotic translation initiation factor 4F complex [GO:0016281],translational initiation,ribosome binding ,Ribosome Biosynthesis,lightgreen,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2.564333333,0,0,0,0,0,13.19966667,0,0,0
EIF5,P55010,9606.ENSP00000216554,0,cytoplasm,ribosome assembly,translation initiation factor activity,Ribosome Biosynthesis,lightgreen,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77933333,24.78666667,0,0
EIF5A,P63241,9606.ENSP00000336702,0,nuclear pore ,"transcription, DNA-templated ",RNA binding ,p53 Pathway,tomato,3,0,0,0,0,0,1.941,2.879333333,0,0,1.193333333,0,2.700666667,4.087666667,4.986333333,0,2.001333333,0,0,0,0,0,0,0
EIF6,P56537,9606.ENSP00000363559,0,nucleolus,ribosomal subunit export from nucleus,ribosomal large subunit binding,Ribosome Biosynthesis,lightgreen,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,49.85916667,33.78783333,0,45.54983333,56.92666667,56.1785
ELAVL1,Q15717,9606.ENSP00000385269,RLOOPS,ribonucleoprotein complex ,mRNA stabilization ,protein kinase binding ,Nuclear Pore,deepskyblue3,0,3,4,5.347333333,3.002,5.162666667,7.275333333,5.638333333,2.834,2.613333333,2.915666667,0,0,1.513333333,6.083,2.106666667,0,38,0,44.76233333,0,57.41666667,69.985,70.10633333
EMC4,Q5J8M3,9606.ENSP00000267750,0,endoplasmic reticulum membrane,apoptotic process,membrane insertase activity,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.50833333,0,0,0
EMD,P50402,9606.ENSP00000358857,0,nuclear envelope ,nuclear envelope organization , nuclear envelope ,Chromatin Organization,darkviolet,1,3,6,2.634666667,2.351666667,0,5.426666667,2.572,2.264333333,2.711,0,1.943333333,0,0,2.931,0,0,0,31.71933333,31.824,0,46.09966667,32.199,0
EMG1,Q92979,9606.ENSP00000470560,0,small-subunit processome ,rRNA processing ,rRNA binding ,Ribosome Biosynthesis,lightgreen,3,0,2,2.652666667,2.707,2.560666667,6.543333333,5.292,2.498333333,4.642,1.343333333,2.120666667,3.262,3.597333333,4.937666667,1.993333333,0,0,0,0,0,45.122,56.97766667,0
ENO1,P06733,9606.ENSP00000495530,0, phosphopyruvate hydratase complex [GO:0000015],glycolytic process ,cadherin binding ,DNA Repair,firebrick1,0,0,5,0,0,0,0,0,0,0,0.985666667,1.265,2.383,2.504,2.038,1.221,0,44,0,25.69633333,0,0,0,0
EPB41L2,O43491,9606.ENSP00000357110,0,nucleoplasm,cell cycle,structural molecule activity,Cell Cycle regulation,coral1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.42333333,0,31.8,0,0
EPRS,P07814,9606.ENSP00000355890,0, GAIT complex [GO:0097452],RNA processing ,RNA binding ,Cell Cycle regulation,coral1,0,4,0,0,0,0,0,0,0,0,1.025666667,0,0,1.710666667,0,0,0,0,0,0,0,0,0,0
ERCC5,P28715,9606.ENSP00000498881,NER,nucleotide-excision repair complex,nucleotide-excision repair,endonuclease activity,DNA Repair,firebrick1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.08466667,0,0,0
ERH,P84090,9606.ENSP00000451080,HR,methylosome ,cell cycle ,RNA binding ,Cell Cycle regulation,coral1,5,0,1,0,0,0,0,2.355333333,0,5.873,0,0,0,0,0,0,0,0,0,0,26.97833333,0,0,0
ETF1,P62495,9606.ENSP00000353741,DSB,translation release factor complex ,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay ",RNA binding ,Chromatin Organization,darkviolet,3,0,3,0,0,0,3.48,1.745666667,0,0,0,0,2.300666667,1.438,5.439,0,2.124666667,0,0,0,0,19.719,0,0
EWSR1,Q01844,9606.ENSP00000400142,0,nucleolus ,rRNA processing ,transcription cofactor activity ,Transcription Regulation,slateblue1,2,0,4,1.900666667,0,2.371666667,0,2.611333333,0,0,0.342333333,0,0,1.111666667,2.398333333,0,0,50,0,39.19366667,0,39.02533333,56.68466667,50.85333333
EXD2,Q9NVH0,9606.ENSP00000313140,HR,site of DNA damage,double-strand break repair via homologous recombination, exonuclease activity,DNA Repair,firebrick1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.034,0,0,0
EXOSC10,Q01780,9606.ENSP00000366135,HR,exosome (RNase complex) ,rRNA processing ,3'-5'-exoribonuclease activity ,Ribosome Biosynthesis,lightgreen,1,0,4,0,0,0,5.834,2.039333333,0,0,0,0,0,0,0,0,0,0,0,25.70066667,0,48.88866667,0,55.67066667
EXOSC2,Q13868,9606.ENSP00000361433,DSB,exosome (RNase complex) ,RNA processing ,3'-5'-exoribonuclease activity ,Ribosome Biosynthesis,lightgreen,0,0,5,0,0,0,1.791,2.546333333,0,2.112,0.625666667,0,2.069333333,1.075666667,2.103,0,0,0,0,18.66033333,0,0,0,0
