NAME,UniprotID,ProteinName,CellCompartment,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,Annotation,An.color,An.number,shScr.logFC,shNcl.logFC,shScr.Presence,shNcl.Presence,Time.Point,Order,Sensor
PRKACA,P17612,cAMP-dependent protein kinase catalytic subunit alpha ,Nucleus_1,0,acrosomal vesicle [GO:0001669]; calcium channel complex [GO:0034704]; cAMP-dependent protein kinase complex [GO:0005952]; centrosome [GO:0005813]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; mitochondrial matrix [GO:0005759]; neuromuscular junction [GO:0031594]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynapse [GO:0098794]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225],adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; cAMP/PKA signal transduction [GO:0141156]; cell communication by electrical coupling involved in cardiac conduction [GO:0086064]; cellular response to cold [GO:0070417]; cellular response to epinephrine stimulus [GO:0071872]; cellular response to glucagon stimulus [GO:0071377]; cellular response to glucose stimulus [GO:0071333]; cellular response to heat [GO:0034605]; cellular response to parathyroid hormone stimulus [GO:0071374]; cytokine-mediated signaling pathway [GO:0019221]; high-density lipoprotein particle assembly [GO:0034380]; mesoderm formation [GO:0001707]; mitochondrial protein catabolic process [GO:0035694]; mRNA processing [GO:0006397]; negative regulation of glycolytic process through fructose-6-phosphate [GO:1904539]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of smoothened signaling pathway [GO:0045879]; negative regulation of TORC1 signaling [GO:1904262]; neural tube closure [GO:0001843]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of cholesterol biosynthetic process [GO:0045542]; positive regulation of gluconeogenesis [GO:0045722]; positive regulation of insulin secretion [GO:0032024]; positive regulation of protein export from nucleus [GO:0046827]; postsynaptic modulation of chemical synaptic transmission [GO:0099170]; protein export from nucleus [GO:0006611]; protein kinase A signaling [GO:0010737]; protein localization to lipid droplet [GO:1990044]; protein phosphorylation [GO:0006468]; regulation of bicellular tight junction assembly [GO:2000810]; regulation of cardiac conduction [GO:1903779]; regulation of cardiac muscle contraction [GO:0055117]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of cell cycle [GO:0051726]; regulation of heart rate [GO:0002027]; regulation of macroautophagy [GO:0016241]; regulation of osteoblast differentiation [GO:0045667]; regulation of proteasomal protein catabolic process [GO:0061136]; regulation of protein processing [GO:0070613]; renal water homeostasis [GO:0003091]; sperm capacitation [GO:0048240],AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]; channel activator activity [GO:0099103]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein domain specific binding [GO:0019904]; protein kinase A regulatory subunit binding [GO:0034237]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; ubiquitin protein ligase binding [GO:0031625],9606.ENSP00000309591,Cell Cycle regulation,coral1,1,0,3.692777778,0,shNcl,IR2h,3,Mre11ID
ACTL6A,O96019,Actin like 6A,Nucleoplasm,0, SWI/SNF complex [GO:0016514],chromatin remodeling ,transcription coactivator activity ,9606.ENSP00000397552,Chromatin Organization,darkviolet,2,6.195888889,6.154888889,shScramble,shNcl,IR2h,3,Mre11ID
AIFM1,O95831,"Apoptosis-inducing factor 1, mitochondrial ",Nucleoplasm,0,nucleus,regulation of apoptotic DNA fragmentation,NADH dehydrogenase activity,9606.ENSP00000287295,Chromatin Organization,darkviolet,2,6.925444444,9.167777778,shScramble,shNcl,IR2h,3,Mre11ID
WDR82,Q6UXN9,WD repeat domain 82,Nucleolar_Rim,DSB,PTW/PP1 phosphatase complex ,histone H3-K4 methylation ,chromatin binding ,9606.ENSP00000296490,Chromatin Organization,darkviolet,2,0,5.817555556,0,shNcl,IR2h,3,Mre11ID
CCT4,P50991,Chaperonin containing TCP1 subunit 4,Nucleoplasm,0,chaperonin-containing T-complex ,positive regulation of telomere maintenance via telomerase ,unfolded protein binding ,9606.ENSP00000377958,Chromatin Organization,darkviolet,2,6.013666667,7.027666667,shScramble,shNcl,IR2h,3,Mre11ID
DDRGK1,Q96HY6,DDRGK domain containing 1,Nucleoli,0,nucleolus,protein ufmylation,ubiquitin-like protein ligase binding,9606.ENSP00000346483,Chromatin Organization,darkviolet,2,0,6.880777778,0,shNcl,IR2h,3,Mre11ID
CDC42,P60953,Cell division control protein 42 homolog ,Nucleoplasm,0, cytoplasmic ribonucleoprotein granule [GO:0036464],positive regulation of protein kinase activity ,protein kinase binding ,9606.ENSP00000497733,Chromatin Organization,darkviolet,2,6.035777778,6.490444444,shScramble,shNcl,IR2h,3,Mre11ID
CORO1C,Q9ULV4,Coronin-1C ,Nucleoplasm,0,actin cytoskeleton [GO:0015629],actin filament capping ,actin filament organization ,9606.ENSP00000394496,Chromatin Organization,darkviolet,2,6.600111111,6.617111111,shScramble,shNcl,IR2h,3,Mre11ID
CTNNB1,P35222,Catenin beta-1 ,Nucleoplasm,0,Wnt signalosome ,"transcription, DNA-templated ",transcription coactivator activity ,9606.ENSP00000495360,Chromatin Organization,darkviolet,2,5.940222222,5.950222222,shScramble,shNcl,IR2h,3,Mre11ID
CTNND1,O60716,Catenin delta-1 ,Nucleoplasm,0,catenin complex ,Wnt signaling pathway ,protein kinase binding ,9606.ENSP00000382004,Chromatin Organization,darkviolet,2,5.684,6.167333333,shScramble,shNcl,IR2h,3,Mre11ID
ANP32B,Q92688,Acidic nuclear phosphoprotein 32 family member B,Nucleoplasm,0,cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],Host-virus interaction,Chaperone,9606.ENSP00000345848,Chromatin Organization,darkviolet,2,0,5.897444444,0,shNcl,IR2h,3,Mre11ID
DLD,P09622,Dihydrolipoamide dehydrogenase,Nucleoplasm,0,oxoglutarate dehydrogenase complex ,2-oxoglutarate metabolic process ,NAD binding ,9606.ENSP00000205402,Chromatin Organization,darkviolet,2,7.404,7.183,shScramble,shNcl,IR2h,3,Mre11ID
DLST,P36957,Dihydrolipoamide S-succinyltransferase,Nucleoplasm,0,oxoglutarate dehydrogenase complex ,2-oxoglutarate metabolic process ,transferase activity transferring acyl groups ,9606.ENSP00000335304,Chromatin Organization,darkviolet,2,6.291888889,6.909555556,shScramble,shNcl,IR2h,3,Mre11ID
HDAC1,Q13547,Histone deacetylase 1,Nucleoplasm,0,NuRD complex ,histone deacetylation ,histone deacetylase binding ,9606.ENSP00000362649,Chromatin Organization,darkviolet,2,2.468111111,6.468777778,shScramble,shNcl,IR2h,3,Mre11ID
HSPA5,P11021,Endoplasmic reticulum chaperone BiP ,Nucleoplasm,0,nucleus ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000324173,Chromatin Organization,darkviolet,2,4.667,6.374666667,shScramble,shNcl,IR2h,3,Mre11ID
CTR9,Q6PD62,"CTR9 homolog, Paf1/RNA polymerase II complex component",Nucleoplasm,0,Cdc73/Paf1 complex ,histone H3-K4 methylation ,RNA polymerase II core binding ,9606.ENSP00000355013,Chromatin Organization,darkviolet,2,0,4.870888889,0,shNcl,IR2h,3,Mre11ID
IDH3B,O43837,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial ",Nucleoplasm,0,mitochondrial isocitrate dehydrogenase complex (NAD+) [GO:0005962],2-oxoglutarate metabolic process,isocitrate dehydrogenase (NAD+) activity,9606.ENSP00000482773,Chromatin Organization,darkviolet,2,7.275888889,7.911222222,shScramble,shNcl,IR2h,3,Mre11ID
KDM1A,O60341,Lysine demethylase 1A,Nucleoplasm,DSB,DNA repair complex ,negative regulation of histone H3-K4 methylation ,chromatin binding ,9606.ENSP00000383042,Chromatin Organization,darkviolet,2,4.909333333,4.234,shScramble,shNcl,IR2h,3,Mre11ID
MMUT,P22033,"Methylmalonyl-CoA mutase, mitochondrial ",Nucleoplasm,0,cytoplasm,succinyl-CoA biosynthetic process,GTPase activity,9606.ENSP00000274813,Chromatin Organization,darkviolet,2,3.849,5.788333333,shScramble,shNcl,IR2h,3,Mre11ID
DNAJC9,Q8WXX5,DnaJ heat shock protein family (Hsp40) member C9,Nucleoplasm,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein folding chaperone complex [GO:0101031],nucleosome assembly [GO:0006334]; positive regulation of ATP-dependent activity [GO:0032781],Chaperone,9606.ENSP00000362041,Chromatin Organization,darkviolet,2,0,4.848111111,0,shNcl,IR2h,3,Mre11ID
H1-4,P10412,"H1.4 linker histone, cluster member",Nucleoplasm,0,nucleosome,nucleosome assembly,structural constituent of chromatin,9606.ENSP00000307705,Chromatin Organization,darkviolet,2,0,5.853111111,0,shNcl,IR2h,3,Mre11ID
MTA2,O94776,Metastasis associated 1 family member 2,Nucleoplasm,MMR,NuRD complex ,ATP-dependent chromatin remodeling ,histone deacetylase binding ,9606.ENSP00000278823,Chromatin Organization,darkviolet,2,5.677222222,6.809555556,shScramble,shNcl,IR2h,3,Mre11ID
H1-5,P16401,"H1.5 linker histone, cluster member",Nucleoplasm,DSB,nucleosome ,chromatin organization ,structural constituent of chromatin ,9606.ENSP00000330074,Chromatin Organization,darkviolet,2,0,4.412777778,0,shNcl,IR2h,3,Mre11ID
MTHFD1,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic ",Nucleoplasm,0,cytosol ,purine nucleotide biosynthetic process ,methylenetetrahydrofolate dehydrogenase activity ,9606.ENSP00000498336,Chromatin Organization,darkviolet,2,6.616111111,6.931444444,shScramble,shNcl,IR2h,3,Mre11ID
OGDH,Q02218,2-oxoglutarate dehydrogenase complex component E1 ,Nucleoplasm,HR,oxoglutarate dehydrogenase complex ,2-oxoglutarate metabolic process ,heat shock protein binding ,9606.ENSP00000388183,Chromatin Organization,darkviolet,2,8.485111111,8.953777778,shScramble,shNcl,IR2h,3,Mre11ID
IDH2,P48735,"Isocitrate dehydrogenase [NADP], mitochondrial ",Nucleoplasm,0,cytosol,2-oxoglutarate metabolic process,isocitrate dehydrogenase activity,9606.ENSP00000331897,Chromatin Organization,darkviolet,2,0,5.982555556,0,shNcl,IR2h,3,Mre11ID
PDHB,P11177,Pyruvate dehydrogenase E1 subunit beta,Nucleoplasm,0,pyruvate dehydrogenase complex,acetyl-CoA biosynthetic process from pyruvate,pyruvate dehydrogenase (NAD+) activity,9606.ENSP00000307241,Chromatin Organization,darkviolet,2,7.437,8.124,shScramble,shNcl,IR2h,3,Mre11ID
PRDX3,P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial ",Nucleoplasm,0,early endosome ,positive regulation of NF-kappaB transcription factor activity ,protein kinase binding ,9606.ENSP00000298510,Chromatin Organization,darkviolet,2,5.981111111,7.024111111,shScramble,shNcl,IR2h,3,Mre11ID
MACROH2A1,O75367,MacroH2A.1 histone,Nucleoplasm,0,nucleosome ,chromatin organization ,structural constituent of chromatin ,9606.ENSP00000423563,Chromatin Organization,darkviolet,2,0,5.861777778,0,shNcl,IR2h,3,Mre11ID
RAP1B,P61224,Ras-related protein Rap-1b ,Nucleoplasm,HR,plasma membrane ,cellular response to cAMP ,GTPase activity ,9606.ENSP00000250559,Chromatin Organization,darkviolet,2,5.509333333,5.816,shScramble,shNcl,IR2h,3,Mre11ID
MAT2A,P31153,Methionine adenosyltransferase 2A,Nucleoplasm,0,cytosol [GO:0005829]; methionine adenosyltransferase complex [GO:0048269],One-carbon metabolism,Transferase,9606.ENSP00000303147,Chromatin Organization,darkviolet,2,0,4.717111111,0,shNcl,IR2h,3,Mre11ID
RBBP7,Q16576,"RB binding protein 7, chromatin remodeling factor",Nucleoplasm,0,NuRD complex ,histone deacetylation ,chromatin binding ,9606.ENSP00000369424,Chromatin Organization,darkviolet,2,6.062777778,7.230777778,shScramble,shNcl,IR2h,3,Mre11ID
SET,Q01105,SET nuclear proto-oncogene,Nucleoplasm,DSB,chromatin ,chromatin organization ,chromatin binding ,9606.ENSP00000361777,Chromatin Organization,darkviolet,2,5.433777778,7.504444444,shScramble,shNcl,IR2h,3,Mre11ID
SHMT2,P34897,"Serine hydroxymethyltransferase, mitochondrial ",Nucleoplasm,0,BRISC complex ,negative regulation of protein ubiquitination ,methyltransferase activity ,9606.ENSP00000333667,Chromatin Organization,darkviolet,2,5.355666667,5.314666667,shScramble,shNcl,IR2h,3,Mre11ID
SLC25A10,Q9UBX3,Solute carrier family 25 member 10,Nucleoplasm,0,nucleus,succinate transmembrane transport,succinate transmembrane transporter activity,9606.ENSP00000446242,Chromatin Organization,darkviolet,2,5.966666667,6.98,shScramble,shNcl,IR2h,3,Mre11ID
TKT,P29401,Transketolase,Nucleoplasm,HR,nuclear body ,glyceraldehyde-3-phosphate biosynthetic process ,transketolase activity ,9606.ENSP00000391481,Chromatin Organization,darkviolet,2,4.920333333,6.611333333,shScramble,shNcl,IR2h,3,Mre11ID
UFL1,O94874,E3 UFM1-protein ligase 1 ,Nucleoplasm,DSB,site of double-strand break,histone modification,"GO:0005515~protein binding,GO:0019901~protein kinase binding,GO:0061666~UFM1 ligase activity,GO:0071568~UFM1 transferase activity,",9606.ENSP00000358283,Chromatin Organization,darkviolet,2,6.549333333,6.856666667,shScramble,shNcl,IR2h,3,Mre11ID
PRKAR2A,P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit,Nucleoplasm,0,cAMP-dependent protein kinase complex ,regulation of protein kinase A  signaling ,ubiquitin protein ligase binding ,9606.ENSP00000265563,Chromatin Organization,darkviolet,2,0,5.468111111,0,shNcl,IR2h,3,Mre11ID
WDR5,P61964,WD repeat domain 5,Nucleoplasm,DSB,MLL1 complex ,histone H3-K4 methylation ,methylated histone binding ,9606.ENSP00000351446,Chromatin Organization,darkviolet,2,6.578555556,5.496555556,shScramble,shNcl,IR2h,3,Mre11ID
PRMT5,O14744,Protein arginine methyltransferase 5,Nucleoplasm,0,chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; histone methyltransferase complex [GO:0035097]; methylosome [GO:0034709]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"Biological rhythms, Transcription, Transcription regulation","Chromatin regulator, Methyltransferase, Repressor, Transferase",9606.ENSP00000319169,Chromatin Organization,darkviolet,2,0,4.395111111,0,shNcl,IR2h,3,Mre11ID
YWHAG,P61981,14-3-3 protein gamma ,Nucleoplasm,0,focal adhesion ,negative regulation of protein kinase activity ,RNA binding ,9606.ENSP00000306330,Chromatin Organization,darkviolet,2,4.096222222,6.546888889,shScramble,shNcl,IR2h,3,Mre11ID
RBBP4,Q09028,"RB binding protein 4, chromatin remodeling factor",Nucleoplasm,DSB,NuRD complex ,ATP-dependent chromatin remodeling ,histone deacetylase binding ,9606.ENSP00000362592,Chromatin Organization,darkviolet,2,0,6.426333333,0,shNcl,IR2h,3,Mre11ID
RBM14,Q96PK6,RNA binding motif protein 14,Nucleoplasm,0,transcription regulator complex ,histone deacetylation ,mRNA binding ,9606.ENSP00000311747,Chromatin Organization,darkviolet,2,0,6.333222222,0,shNcl,IR2h,3,Mre11ID
DKC1,O60832,Dyskerin pseudouridine synthase 1,Nucleoplasm/Nucleoli_FibrillarCenter,DSB,telomerase holoenzyme complex ,telomere maintenance via telomerase ,telomerase RNA binding ,9606.ENSP00000358563,Chromatin Organization,darkviolet,2,6.097444444,6.099444444,shScramble,shNcl,IR2h,3,Mre11ID
SART3,Q15020,"Spliceosome associated factor 3, U4/U6 recycling protein",Nucleoplasm,0,ASAP complex ,chromatin organization ,histone binding ,9606.ENSP00000449386,Chromatin Organization,darkviolet,2,0,3.503555556,0,shNcl,IR2h,3,Mre11ID
SMARCA5,O60264,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",Nucleoplasm/Nucleoli_FibrillarCenter,0,B-WICH complex ,ATP-dependent chromatin remodeling ,chromatin binding ,9606.ENSP00000283131,Chromatin Organization,darkviolet,2,5.059222222,5.567222222,shScramble,shNcl,IR2h,3,Mre11ID
RPL26,P61254,Ribosomal protein L26,Nucleoli,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000463784,DNA Repair,firebrick1,3,7.426888889,8.088222222,shScramble,shNcl,IR2h,3,Mre11ID
ACLY,P53396,ATP citrate lyase,Nucleoplasm,DSB,nucleoplasm ,acetyl-CoA biosynthetic process ,damaged DNA binding ,9606.ENSP00000466259,DNA Repair,firebrick1,3,2.661,5.620333333,shScramble,shNcl,IR2h,3,Mre11ID
SLC25A11,Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein ,Nucleoplasm,0,nucleus,alpha-ketoglutarate transport,succinate transmembrane transporter activity,9606.ENSP00000225665,Chromatin Organization,darkviolet,2,0,4.765555556,0,shNcl,IR2h,3,Mre11ID
AHNAK,Q09666,Neuroblast differentiation-associated protein AHNAK ,Nucleoplasm,0,actin cytoskeleton [GO:0015629],RNA splicing ,RNA binding ,9606.ENSP00000367263,DNA Repair,firebrick1,3,6.377333333,7.082,shScramble,shNcl,IR2h,3,Mre11ID
SMARCD2,Q92925,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",Nucleoplasm,0,bBAF complex [GO:0140092]; brahma complex [GO:0035060]; chromatin [GO:0000785]; kinetochore [GO:0000776]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; RSC-type complex [GO:0016586]; SWI/SNF complex [GO:0016514],"Transcription, Transcription regulation",Chromatin regulator,9606.ENSP00000392617,Chromatin Organization,darkviolet,2,0,4.389555556,0,shNcl,IR2h,3,Mre11ID
SSRP1,Q08945,Structure specific recognition protein 1,Nucleoplasm,DSB,FACT complex ,chromatin organization ,chromatin binding ,9606.ENSP00000278412,Chromatin Organization,darkviolet,2,0,7.053,0,shNcl,IR2h,3,Mre11ID
ALDH1B1,P30837,"Aldehyde dehydrogenase X, mitochondrial ",Nucleoplasm,0, nucleoplasm [GO:0005654],NAD metabolic process,NAD binding ,9606.ENSP00000366927,DNA Repair,firebrick1,3,7.169777778,7.079444444,shScramble,shNcl,IR2h,3,Mre11ID
ALDH1L1,O75891,Cytosolic 10-formyltetrahydrofolate dehydrogenase ,Nucleoplasm,HR,cytoplasm,NADPH regeneration,formyltetrahydrofolate dehydrogenase activity,9606.ENSP00000273450,DNA Repair,firebrick1,3,5.418777778,3.016777778,shScramble,shNcl,IR2h,3,Mre11ID
ALDH2,P05091,"Aldehyde dehydrogenase, mitochondrial ",Nucleoplasm,0, mitochondrial matrix [GO:0005759],carbohydrate metabolic process,NAD binding ,9606.ENSP00000261733,DNA Repair,firebrick1,3,7.014,8.182,shScramble,shNcl,IR2h,3,Mre11ID
ALDH7A1,P49419,Alpha-aminoadipic semialdehyde dehydrogenase ,Nucleoplasm,0, nucleus [GO:0005634],glycolytic process ,aldehyde dehydrogenase (NAD) activity,9606.ENSP00000387123,DNA Repair,firebrick1,3,5.965777778,7.266777778,shScramble,shNcl,IR2h,3,Mre11ID
NOC2L,Q9Y3T9,NOC2 like nucleolar associated transcriptional repressor,Nucleoplasm/Nucleolar_Rim,DSB,Noc1p-Noc2p complex ,"transcription, DNA-templated ",transcription corepressor activity ,9606.ENSP00000317992,Chromatin Organization,darkviolet,2,0,5.471777778,0,shNcl,IR2h,3,Mre11ID
APEX1,P27695,Apurinic/apyrimidinic endodeoxyribonuclease 1,Nucleoplasm,BER,"chromosome, telomeric region ",base-excision repair ,damaged DNA binding ,9606.ENSP00000216714,DNA Repair,firebrick1,3,6.895666667,7.003,shScramble,shNcl,IR2h,3,Mre11ID
WBSCR22,O43709,BUD23 rRNA methyltransferase and ribosome maturation factor,Nucleoplasm/Nucleoli,DSB,nucleolus ,chromatin organization ,methyltransferase activity ,9606.ENSP00000401191,Chromatin Organization,darkviolet,2,0,5.253444444,0,shNcl,IR2h,3,Mre11ID
BCAS2,O75934,BCAS2 pre-mRNA processing factor,Nucleoplasm,0,spliceosomal complex ,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000358554,DNA Repair,firebrick1,3,4.428888889,4.540555556,shScramble,shNcl,IR2h,3,Mre11ID
CALR,P27797,Calreticulin ,Nucleoplasm,0, nuclear envelope [GO:0005635],response to unfolded protein ,unfolded protein binding ,9606.ENSP00000320866,DNA Repair,firebrick1,3,3.622666667,7.231333333,shScramble,shNcl,IR2h,3,Mre11ID
PAF1,Q8N7H5,"PAF1 homolog, Paf1/RNA polymerase II complex component",Nucleoplasm/Nucleoli_FibrillarCenter,HR,Cdc73/Paf1 complex ,histone methylation ,RNA polymerase II core binding ,9606.ENSP00000221265,Chromatin Organization,darkviolet,2,0,3.972,0,shNcl,IR2h,3,Mre11ID
SUPT16H,Q9Y5B9,"SPT16 homolog, facilitates chromatin remodeling subunit",Nucleoplasm/Nucleoli_FibrillarCenter,0,FACT complex ,chromatin organization ,nucleosome binding ,9606.ENSP00000216297,Chromatin Organization,darkviolet,2,0,6.006222222,0,shNcl,IR2h,3,Mre11ID
CBX5,P45973,Chromobox 5,Nucleoplasm,0,histone methyltransferase complex ,chromatin organization ,methylated histone binding ,9606.ENSP00000209875,DNA Repair,firebrick1,3,5.163444444,5.831111111,shScramble,shNcl,IR2h,3,Mre11ID
ACTR2,P61160,Actin related protein 2,Nucleoli,0, site of double-strand break [GO:0035861],cell division ,actin binding,9606.ENSP00000367220,DNA Repair,firebrick1,3,0,6.203,0,shNcl,IR2h,3,Mre11ID
NOP53,Q9NZM5,NOP53 ribosome biogenesis factor,Nucleoli,DSB,nucleolus ,regulation of signal transduction by p53 class mediator ,p53 binding ,9606.ENSP00000246802,DNA Repair,firebrick1,3,0,5.211888889,0,shNcl,IR2h,3,Mre11ID
CCT3,P49368,T-complex protein 1 subunit gamma ,Nucleoplasm,0, chaperonin-containing T-complex [GO:0005832],response to unfolded protein ,unfolded protein binding ,9606.ENSP00000295688,DNA Repair,firebrick1,3,5.306,6.932333333,shScramble,shNcl,IR2h,3,Mre11ID
CCT7,Q99832,T-complex protein 1 subunit eta ,Nucleoplasm,0, chaperonin-containing T-complex [GO:0005832],response to unfolded protein ,unfolded protein binding ,9606.ENSP00000258091,DNA Repair,firebrick1,3,3.384111111,4.028444444,shScramble,shNcl,IR2h,3,Mre11ID
ACTR3,P61158,Actin-related protein 3 ,Nucleoplasm,0, site of double-strand break [GO:0035861],actin filament capping ,damaged DNA binding ,9606.ENSP00000263238,DNA Repair,firebrick1,3,0,6.648555556,0,shNcl,IR2h,3,Mre11ID
CDC5L,Q99459,Cell division cycle 5 like,Nucleoplasm,DSB,spliceosomal complex ,"mRNA splicing, via spliceosome ",protein phosphatase 1 binding ,9606.ENSP00000360532,DNA Repair,firebrick1,3,6.146666667,7.323666667,shScramble,shNcl,IR2h,3,Mre11ID
AHCY,P23526,Adenosylhomocysteinase ,Nucleoplasm,0,cytosol [GO:0005829],S-adenosylmethionine cycle,NAD binding ,9606.ENSP00000217426,DNA Repair,firebrick1,3,0,4.318444444,0,shNcl,IR2h,3,Mre11ID
CDK1,P06493,Cyclin dependent kinase 1,Nucleoplasm,0,cyclin B1-CDK1 complex ,chromatin organization ,chromatin binding ,9606.ENSP00000378699,DNA Repair,firebrick1,3,6.879,7.207,shScramble,shNcl,IR2h,3,Mre11ID
