NAME,UniprotID,ProteinName,CellCompartment,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,Annotation,An.color,An.number,shScr.logFC,shNcl.logFC,shScr.Presence,shNcl.Presence,Time.Point,Order,Sensor
PRMT1,Q99873,Protein arginine methyltransferase 1,Nucleoplasm,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; lysosomal membrane [GO:0005765]; methylosome [GO:0034709]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],cardiac muscle tissue development [GO:0048738]; cell surface receptor signaling pathway [GO:0007166]; cellular response to methionine [GO:0061431]; chromatin remodeling [GO:0006338]; DNA damage response [GO:0006974]; in utero embryonic development [GO:0001701]; negative regulation of JNK cascade [GO:0046329]; negative regulation of megakaryocyte differentiation [GO:0045653]; neuron projection development [GO:0031175]; peptidyl-arginine methylation [GO:0018216]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of hemoglobin biosynthetic process [GO:0046985]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of translation [GO:0045727]; protein homooligomerization [GO:0051260]; protein methylation [GO:0006479]; regulation of BMP signaling pathway [GO:0030510]; regulation of megakaryocyte differentiation [GO:0045652]; RNA splicing [GO:0008380]; viral protein processing [GO:0019082],"Methyltransferase, Transferase",9606.ENSP00000406162,Chromatin Organization,darkviolet,2,0,2.959444444,0,shNcl,IR2h,3,Sirt6
MCM4,P33991,Minichromosome maintenance complex component 4,Nucleoplasm,DSB,MCM complex,DNA replication,DNA helicase activity,9606.ENSP00000262105,Cell Cycle regulation,coral1,1,5.367,4.869,shScramble,shNcl,IR2h,3,Sirt6
SMARCD3,Q6STE5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",Nucleoplasm,0,brahma complex [GO:0035060]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514],"Neurogenesis, Transcription, Transcription regulation",Chromatin regulator,9606.ENSP00000262188,Chromatin Organization,darkviolet,2,4.506444444,0,shScramble,0,IR2h,3,Sirt6
SMC4,Q9NTJ3,Structural maintenance of chromosomes 4,Nucleoplasm,0,"chromosome, centromeric region [GO:0000775]; condensed nuclear chromosome [GO:0000794]; condensin complex [GO:0000796]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","Cell cycle, Cell division, DNA condensation, Mitosis",ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; single-stranded DNA binding [GO:0003697],9606.ENSP00000341382,Chromatin Organization,darkviolet,2,5.165444444,0,shScramble,0,IR2h,3,Sirt6
MCM2,P49736,Minichromosome maintenance complex component 2,Nucleoplasm,0, MCM complex [GO:0042555],DNA duplex unwinding ,DNA helicase activity ,9606.ENSP00000265056,Cell Cycle regulation,coral1,1,0,6.527555556,0,shNcl,IR2h,3,Sirt6
TRIP12,Q14669,Thyroid hormone receptor interactor 12,Nucleoplasm,0,cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"DNA damage, DNA repair, Ubl conjugation pathway",Transferase,9606.ENSP00000373696,Chromatin Organization,darkviolet,2,3.444777778,5.671444444,shScramble,shNcl,IR2h,3,Sirt6
LYN,P07948,Tyrosine-protein kinase Lyn ,Nucleoplasm,DSB,nucleus,protein phosphorylation,kinase activity,9606.ENSP00000428924,Cell Cycle regulation,coral1,1,4.976888889,4.953555556,shScramble,shNcl,IR2h,3,Sirt6
KPNB1,Q14974,Karyopherin subunit beta 1,Nucleoplasm/NuclearMem,0,nuclear pore ,nucleocytoplasmic transport ,RNA binding ,9606.ENSP00000290158,Cell Cycle regulation,coral1,1,7.060222222,8.616222222,shScramble,shNcl,IR2h,3,Sirt6
KIF20A,O95235,Kinesin family member 20A,Nucleoplasm,0,kinesin complex ,protein transport ,protein kinase binding ,9606.ENSP00000378356,Cell Cycle regulation,coral1,1,7.841444444,5.420111111,shScramble,shNcl,IR2h,3,Sirt6
IMPDH2,P12268,Inosine-5'-monophosphate dehydrogenase 2 ,Nucleoplasm,0,nucleus ,cellular response to interleukin-4 ,DNA binding ,9606.ENSP00000321584,Cell Cycle regulation,coral1,1,3.891555556,6.441222222,shScramble,shNcl,IR2h,3,Sirt6
GTPBP4,Q9BZE4,GTP binding protein 4,Nucleolar_Rim/NuclearMem,DSB,nuclear membrane ,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) ",RNA binding ,9606.ENSP00000354040,Cell Cycle regulation,coral1,1,7.846111111,6.340777778,shScramble,shNcl,IR2h,3,Sirt6
ZMPSTE24,O75844,CAAX prenyl protease 1 homolog ,Nucleoplasm,0,nuclear envelope ,nuclear envelope organization ,double-stranded DNA binding ,9606.ENSP00000361845,DNA Repair,firebrick1,3,5.710333333,8.029,shScramble,shNcl,IR2h,3,Sirt6
UBR5,O95071,Ubiquitin protein ligase E3 component n-recognin 5,Nucleoplasm,NER,nucleoplasm ,double-strand break repair ,RNA binding ,9606.ENSP00000429084,DNA Repair,firebrick1,3,0,7.067111111,0,shNcl,IR2h,3,Sirt6
GPRC5A,Q8NFJ5,Retinoic acid-induced protein 3 ,Nucleoplasm,0,nucleolus,G-protein coupled receptor signaling pathway,protein kinase activator activity,9606.ENSP00000014914,Cell Cycle regulation,coral1,1,0,3.787111111,0,shNcl,IR2h,3,Sirt6
SERBP1,Q8NC51,SERPINE1 mRNA-binding protein 1 ,Nucleoplasm,DSB,nucleus ,regulation of apoptotic process ,mRNA binding ,9606.ENSP00000360034,DNA Repair,firebrick1,3,0,3.677777778,0,shNcl,IR2h,3,Sirt6
KIF22,Q14807,Kinesin family member 22,Nucleoplasm,DSB,kinesin complex,mitotic cell cycle,DNA binding,9606.ENSP00000160827,Cell Cycle regulation,coral1,1,5.969666667,0,shScramble,0,IR2h,3,Sirt6
GOLGA2,Q08379,Golgin subfamily A member 2 ,Nucleoplasm,0, COPII-coated ER to Golgi transport vesicle [GO:0030134],cell division ,protein kinase binding ,9606.ENSP00000416097,Cell Cycle regulation,coral1,1,6.528777778,5.052444444,shScramble,shNcl,IR2h,3,Sirt6
RPN2,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 ,Nucleoplasm,BER,oligosaccharyltransferase complex ,protein modification process ,ribosome binding ,9606.ENSP00000237530,DNA Repair,firebrick1,3,6.601444444,8.929777778,shScramble,shNcl,IR2h,3,Sirt6
GNAI3,P08754,G protein subunit alpha i3,Nucleoplasm/Nucleoli,0, heterotrimeric G-protein complex [GO:0005834],cell cycle ,GTPase activity ,9606.ENSP00000358867,Cell Cycle regulation,coral1,1,6.214333333,7.689333333,shScramble,shNcl,IR2h,3,Sirt6
RPN1,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 ,Nucleoplasm,DSB,oligosaccharyltransferase complex ,protein glycosylation ,RNA binding ,9606.ENSP00000296255,DNA Repair,firebrick1,3,0,6.373444444,0,shNcl,IR2h,3,Sirt6
GNAI2,P04899,G protein subunit alpha i2,Nucleoplasm,0, membrane raft [GO:0045121],cell cycle ,GTPase activity ,9606.ENSP00000312999,Cell Cycle regulation,coral1,1,0,5.422222222,0,shNcl,IR2h,3,Sirt6
RAB5C,P51148,Ras-related protein Rab-5C ,Nucleoplasm,0, lysosomal membrane [GO:0005765],cell cycle ,GTPase activity ,9606.ENSP00000447053,DNA Repair,firebrick1,3,4.890888889,7.183222222,shScramble,shNcl,IR2h,3,Sirt6
FLII,Q13045,FLII actin remodeling protein,Nucleoplasm,0,nucleus,actin cytoskeleton organization,actin binding,9606.ENSP00000324573,Cell Cycle regulation,coral1,1,4.975555556,3.758555556,shScramble,shNcl,IR2h,3,Sirt6
PKM,P14618,Pyruvate kinase PKM ,Nucleoplasm,0, nucleus [GO:0005634],glycolytic process ,protein kinase binding ,9606.ENSP00000320171,DNA Repair,firebrick1,3,0,5.056888889,0,shNcl,IR2h,3,Sirt6
FDFT1,P37268,Squalene synthase ,Nucleoplasm,0,"endoplasmic reticulum,",farnesyl diphosphate metabolic process,"farnesyltranstransferase activity,",9606.ENSP00000491537,Cell Cycle regulation,coral1,1,4.127666667,5.331333333,shScramble,shNcl,IR2h,3,Sirt6
PDIA3,P30101,Protein disulfide-isomerase A3 ,Nucleoplasm,0,Tapasin-ERp57 complex ,response to unfolded protein ,RNA binding ,9606.ENSP00000300289,DNA Repair,firebrick1,3,5.074111111,7.800111111,shScramble,shNcl,IR2h,3,Sirt6
EMC4,Q5J8M3,ER membrane protein complex subunit 4 ,Nucleoplasm,0,endoplasmic reticulum membrane,apoptotic process,membrane insertase activity,9606.ENSP00000267750,Cell Cycle regulation,coral1,1,0,3.589777778,0,shNcl,IR2h,3,Sirt6
HSP90B1,P14625,Endoplasmin ,Nucleoplasm,0,nucleus ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000299767,DNA Repair,firebrick1,3,3.679777778,7.776111111,shScramble,shNcl,IR2h,3,Sirt6
DNM2,P50570,Dynamin-2 ,Nucleoplasm,NER,centrosome ,"transcription, DNA-templated ",protein kinase binding ,9606.ENSP00000373905,Cell Cycle regulation,coral1,1,0,4.147444444,0,shNcl,IR2h,3,Sirt6
DHCR7,Q9UBM7,7-dehydrocholesterol reductase ,Nucleoplasm,0,endoplasmic reticulum,cholesterol biosynthetic process,NADP binding,9606.ENSP00000347717,Cell Cycle regulation,coral1,1,5.457222222,6.398888889,shScramble,shNcl,IR2h,3,Sirt6
CLIC1,O00299,Chloride intracellular channel protein 1 ,Nucleoplasm,0,nuclear envelope ,regulation of cell cycle ,chloride channel activity ,9606.ENSP00000364935,Cell Cycle regulation,coral1,1,0,4.058777778,0,shNcl,IR2h,3,Sirt6
EPB41L2,O43491,Erythrocyte membrane protein band 4.1 like 2,Nucleoplasm,0,nucleoplasm,cell cycle,structural molecule activity,9606.ENSP00000357110,Cell Cycle regulation,coral1,1,6.862333333,0,shScramble,0,IR2h,3,Sirt6
CDK5RAP3,Q96JB5,CDK5 regulatory subunit associated protein 3,Nucleoli,DSB,nucleus,positive regulation of protein ubiquitinatio,ubiquitin-like protein ligase bindin,9606.ENSP00000438886,Cell Cycle regulation,coral1,1,3.614333333,3.252666667,shScramble,shNcl,IR2h,3,Sirt6
CCAR1,Q8IX12,Cell division cycle and apoptosis regulator 1,Nucleoplasm,NER,nuclear envelope lumen ,"transcription, DNA-templated ",transcription corepressor activity ,9606.ENSP00000265872,Cell Cycle regulation,coral1,1,7.296333333,7.475333333,shScramble,shNcl,IR2h,3,Sirt6
CFL1,P23528,Cofilin-1 ,Nucleoplasm,0,nuclear matrix ,negative regulation of apoptotic process ,actin filament binding ,9606.ENSP00000432660,Cell Cycle regulation,coral1,1,4.890222222,0,shScramble,0,IR2h,3,Sirt6
BUB3,O43684,BUB3 mitotic checkpoint protein,Nucleoplasm,DSB,bub1-bub3 complex ,cell division ,ubiquitin binding ,9606.ENSP00000357858,Cell Cycle regulation,coral1,1,6.277777778,6.239777778,shScramble,shNcl,IR2h,3,Sirt6
ANXA6,P08133,Annexin A6 ,Nucleoplasm,0,perinuclear region of cytoplasm,apoptotic signaling pathway,phosphatidylserine binding,9606.ENSP00000346550,Cell Cycle regulation,coral1,1,0,6.835444444,0,shNcl,IR2h,3,Sirt6
ANXA11,P50995,Annexin A11,Nucleoplasm,0,nuclear envelope,cytokinetic process,calcium ion binding,9606.ENSP00000398610,Cell Cycle regulation,coral1,1,6.291777778,6.757777778,shScramble,shNcl,IR2h,3,Sirt6
ANAPC7,Q9UJX3,Anaphase promoting complex subunit 7,Nucleoplasm,0,anaphase-promoting complex,regulation of mitotic cell cycle,protein phosphatase binding,9606.ENSP00000394394,Cell Cycle regulation,coral1,1,6.969333333,6.335333333,shScramble,shNcl,IR2h,3,Sirt6
CACYBP,Q9HB71,Calcyclin binding protein,Nucleoplasm,0, SCF ubiquitin ligase complex [GO:0019005],cellular response to leukemia inhibitory factor,ubiquitin binding ,9606.ENSP00000356652,Cell Cycle regulation,coral1,1,6.144666667,0,shScramble,0,IR2h,3,Sirt6
AHCTF1,Q8WYP5,AT-hook containing transcription factor 1,Nucleoplasm/NuclearMem,0,nuclear pore ,nucleocytoplasmic transport ,DNA binding ,9606.ENSP00000355465,Cell Cycle regulation,coral1,1,7.674,9.349333333,shScramble,shNcl,IR2h,3,Sirt6
CKAP5,Q14008,Cytoskeleton associated protein 5,Nucleolar_Rim,0,centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinetochore [GO:0000776]; membrane [GO:0016020]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; spindle pole [GO:0000922],"Cell cycle, Cell division, Mitosis",cadherin binding [GO:0045296]; microtubule binding [GO:0008017]; microtubule plus end polymerase [GO:0061863]; microtubule plus-end binding [GO:0051010]; ribonucleoprotein complex binding [GO:0043021],9606.ENSP00000432768,Cell Cycle regulation,coral1,1,0,3.417111111,0,shNcl,IR2h,3,Sirt6
ANLN,Q9NQW6,"Anillin, actin binding protein",Nucleoplasm,0,actin cytoskeleton [GO:0015629]; actomyosin contractile ring [GO:0005826]; bleb [GO:0032059]; cell cortex [GO:0005938]; cytosol [GO:0005829]; midbody [GO:0030496]; nucleoplasm [GO:0005654],"Cell cycle, Cell division, Mitosis",Actin-binding,9606.ENSP00000265748,Cell Cycle regulation,coral1,1,4.127111111,4.459777778,shScramble,shNcl,IR2h,3,Sirt6
AURKA,O14965,Aurora kinase A,Nucleoplasm,0,axon hillock [GO:0043203]; basolateral plasma membrane [GO:0016323]; centriole [GO:0005814]; centrosome [GO:0005813]; chromosome passenger complex [GO:0032133]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; germinal vesicle [GO:0042585]; glutamatergic synapse [GO:0098978]; kinetochore [GO:0000776]; meiotic spindle [GO:0072687]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; mitotic spindle pole [GO:0097431]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; postsynaptic density [GO:0014069]; pronucleus [GO:0045120]; spindle [GO:0005819]; spindle midzone [GO:0051233]; spindle pole centrosome [GO:0031616],"Cell cycle, Cell division, Cilium biogenesis/degradation, Mitosis","Kinase, Serine/threonine-protein kinase, Transferase",9606.ENSP00000216911,Cell Cycle regulation,coral1,1,3.048444444,1.700111111,shScramble,shNcl,IR2h,3,Sirt6
CDC27,P30260,Cell division cycle 27,Nucleoplasm,0,anaphase-promoting complex [GO:0005680]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819],Ubl conjugation pathway,protein phosphatase binding [GO:0019903],9606.ENSP00000434614,Cell Cycle regulation,coral1,1,3.742222222,3.849555556,shScramble,shNcl,IR2h,3,Sirt6
CHAMP1,Q96JM3,Chromosome alignment maintaining phosphoprotein 1,Nucleoplasm,0,condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819],attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; protein localization to kinetochore [GO:0034501]; protein localization to microtubule [GO:0035372]; sister chromatid biorientation [GO:0031134],metal ion binding [GO:0046872],9606.ENSP00000496699,Cell Cycle regulation,coral1,1,6.197,5.82,shScramble,shNcl,IR2h,3,Sirt6
IK,Q13123,IK cytokine,Nucleoplasm,HR,chromosome [GO:0005694]; cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle pole [GO:0000922]; U2-type precatalytic spliceosome [GO:0071005],"Host-virus interaction, mRNA processing, mRNA splicing",identical protein binding [GO:0042802],9606.ENSP00000396301,Cell Cycle regulation,coral1,1,0,3.368888889,0,shNcl,IR2h,3,Sirt6
KIF23,Q02241,Kinesin family member 23,Nucleoplasm,0,centralspindlin complex [GO:0097149]; centrosome [GO:0005813]; cytosol [GO:0005829]; Flemming body [GO:0090543]; focal adhesion [GO:0005925]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; midbody [GO:0030496]; mitochondrion [GO:0005739]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819],"Cell cycle, Cell division, Mitosis",Motor protein,9606.ENSP00000260363,Cell Cycle regulation,coral1,1,0,5.019777778,0,shNcl,IR2h,3,Sirt6
PDS5A,Q29RF7,PDS5 cohesin associated factor A,Nucleoplasm,0,"chromatin [GO:0000785]; chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","Cell cycle, Cell division, Mitosis",0,9606.ENSP00000303427,Cell Cycle regulation,coral1,1,4.518444444,6.061444444,shScramble,shNcl,IR2h,3,Sirt6
RACGAP1,Q9H0H5,Rac GTPase activating protein 1,Nucleoplasm,0,acrosomal vesicle [GO:0001669]; centralspindlin complex [GO:0097149]; cleavage furrow [GO:0032154]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Flemming body [GO:0090543]; microtubule [GO:0005874]; midbody [GO:0030496]; mitochondrion [GO:0005739]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle midzone [GO:0051233],"Cell cycle, Cell division, Differentiation, Ion transport, Spermatogenesis, Transport","Developmental protein, GTPase activation",9606.ENSP00000404190,Cell Cycle regulation,coral1,1,3.470555556,6.053888889,shScramble,shNcl,IR2h,3,Sirt6
SMC1A,Q14683,Structural maintenance of chromosomes 1A,Nucleoplasm,0,"chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; cohesin complex [GO:0008278]; condensed nuclear chromosome [GO:0000794]; cytosol [GO:0005829]; kinetochore [GO:0000776]; meiotic cohesin complex [GO:0030893]; mitotic cohesin complex [GO:0030892]; mitotic spindle pole [GO:0097431]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","Cell cycle, Cell division, DNA damage, DNA repair, Meiosis, Mitosis",ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; mediator complex binding [GO:0036033]; protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723],9606.ENSP00000323421,Cell Cycle regulation,coral1,1,0,5.282444444,0,shNcl,IR2h,3,Sirt6
TATDN1,Q6P1N9,TatD DNase domain containing 1,Nucleoplasm,0,mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],0,"Hydrolase, Nuclease",9606.ENSP00000276692,Cell Cycle regulation,coral1,1,2.829444444,2.504111111,shScramble,shNcl,IR2h,3,Sirt6
ZNF207,O43670,Zinc finger protein 207,Nucleoplasm,HR,cytoplasm [GO:0005737]; kinetochore [GO:0000776]; microtubule [GO:0005874]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle matrix [GO:1990047],"Cell cycle, Cell division, Chromosome partition, Mitosis",DNA-binding,9606.ENSP00000378165,Cell Cycle regulation,coral1,1,0,5.249777778,0,shNcl,IR2h,3,Sirt6
PCID2,Q5JVF3,PCI domain containing 2,Nucleoplasm/Nucleoli,0,cytoplasm [GO:0005737]; nuclear pore nuclear basket [GO:0044615]; nucleus [GO:0005634]; transcription export complex 2 [GO:0070390],"mRNA transport, Protein transport, Translocation, Transport",double-stranded DNA binding [GO:0003690]; RNA binding [GO:0003723],9606.ENSP00000479494,Cell Cycle regulation,coral1,1,5.952777778,5.659777778,shScramble,shNcl,IR2h,3,Sirt6
STAG2,Q8N3U4,Stromal antigen 2,Nucleoplasm/Nucleoli_FibrillarCenter,0,"chromatin [GO:0000785]; chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; cohesin complex [GO:0008278]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; membrane [GO:0016020]; mitotic cohesin complex [GO:0030892]; mitotic spindle pole [GO:0097431]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","Cell cycle, Cell division, Chromosome partition, Meiosis, Mitosis",chromatin binding [GO:0003682],9606.ENSP00000218089,Cell Cycle regulation,coral1,1,2.559333333,3.857666667,shScramble,shNcl,IR2h,3,Sirt6
PPP2R1A,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform ,Nucleus_1,0,"chromosome, centromeric region [GO:0000775]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; FAR/SIN/STRIPAK complex [GO:0090443]; glutamatergic synapse [GO:0098978]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; protein phosphatase type 2A complex [GO:0000159]","chromosome segregation [GO:0007059]; female meiotic nuclear division [GO:0007143]; intracellular signal transduction [GO:0035556]; meiotic sister chromatid cohesion, centromeric [GO:0051754]; meiotic spindle elongation [GO:0051232]; mitotic sister chromatid separation [GO:0051306]; negative regulation of hippo signaling [GO:0035331]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; protein-containing complex assembly [GO:0065003]; regulation of cell differentiation [GO:0045595]; regulation of growth [GO:0040008]; regulation of meiotic cell cycle process involved in oocyte maturation [GO:1903538]; T cell homeostasis [GO:0043029]",protein antigen binding [GO:1990405]; protein heterodimerization activity [GO:0046982]; protein phosphatase regulator activity [GO:0019888]; protein serine/threonine phosphatase activity [GO:0004722],9606.ENSP00000324804,Cell Cycle regulation,coral1,1,4.725111111,3.956444444,shScramble,shNcl,IR2h,3,Sirt6
