NAME,DNA_Repair,GO_CC,GO_BP,GO_MF,Uniprot,stringId,Description,nonIR5,IR5,IR30,IR2h,IR8h,IR24h,nonIR24,FC.nonIR5,FC.IR5,FC.IR30,FC.IR2,FC.IR8,FC.IR24,FC.nonIR24,Annotation,An.color,An.number,FuzzyCMeans,Sensor,All_Venn,nonIR5_Venn,IR5_Venn,IR30_Venn,IR2_Venn,IR8_Venn,IR24_Venn,nonIR24_Venn,C2hrs_Venn,C8hrs_Venn,Cmin2hrs_Venn,C2&8hrs_Venn,PCA,OPLS.Sensor,OPLS.Test,VIP.S6vsMre,VIP.S6vsKu,VIP.KuvsMre,Degree,Eigen,Closeness,Betweeness,Hubs,Authority,Transitivity,nonIR5.Degree,nonIR5.Connectivity,nonIR5.Participation,nonIR5.Module,nonIR5.Role,IR5.Degree,IR5.Connectivity,IR5.Participation,IR5.Module,IR5.Role,IR30.Degree,IR30.Connectivity,IR30.Participation,IR30.Module,IR30.Role,IR2.Degree,IR2.Connectivity,IR2.Participation,IR2.Module,IR2.Role,IR8.Degree,IR8.Connectivity,IR8.Participation,IR8.Module,IR8.Role,IR24.Degree,IR24.Connectivity,IR24.Participation,IR24.Module,IR24.Role,nonIR24.Degree,nonIR24.Connectivity,nonIR24.Participation,nonIR24.Module,nonIR24.Role,Sensor2
PABPC1,HR,mCRD-mediated mRNA stability complex ,"mRNA splicing, via spliceosome ",mRNA binding ,P11940,9606.ENSP00000313007,"Polyadenylate-binding protein 1; Binds the poly(A) tail of mRNA, including that of its own transcript. May be involved in cytoplasmic regulatory processes of mRNA metabolism such as pre-mRNA splicing. Its function in translational initiation regulation can either be enhanced by PAIP1 or repressed by PAIP2. Can probably bind to cytoplasmic RNA sequences other than poly(A) in vivo. Involved in translationally coupled mRNA turnover. Implicated with other RNA- binding proteins in the cytoplasmic deadenylation/translational and decay interplay of the FOS mRNA mediated by the major coding- r [...] ",1,1,1,1,1,1,1,8.183666667,5.950333333,8.142,8.846,10.05166667,7.487,7.825666667,RNA Metabolism,gold,8,0,Sirt6,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,0,0,0,Ku,0,0,0,1.098404838,0.09663443,1.17144246,29,0.024309185,0.840645935,0.003240805,0.024309185,0.024309185,0.174876847,23,0.581583441,0.572345996,2,Peripheral,26,0.887025544,0.574090518,1,Peripheral,22,0.651129754,0.537735078,8,Peripheral,24,-0.185497502,0.454116664,8,Peripheral,31,-0.358070579,0.61191014,5,Peripheral,20,0.516416439,0.527712949,1,Peripheral,22,0.021624536,0.433304122,3,Peripheral,Sirt6
DDX21,DSB,B-WICH complex ,chromatin organization ,RNA helicase activity ,Q9NR30,9606.ENSP00000346120,"Nucleolar RNA helicase 2; RNA helicase that acts as a sensor of the transcriptional status of both RNA polymerase (Pol) I and II: promotes ribosomal RNA (rRNA) processing and transcription from polymerase II (Pol II). Binds various RNAs, such as rRNAs, snoRNAs, 7SK and, at lower extent, mRNAs. In the nucleolus, localizes to rDNA locus, where it directly binds rRNAs and snoRNAs, and promotes rRNA transcription, processing and modification. Required for rRNA 2'- O-methylation, possibly by promoting the recruitment of late- acting snoRNAs SNORD56 and SNORD58 with pre-ribosomal complexes.  [...] ",1,1,1,1,1,1,1,10.407,8.437,9.465666667,9.78533333,10.04233333,10.19266667,9.83366667,Ribosome Biosynthesis,lightgreen,7,0,Sirt6,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,Ku,0,Mre,0,0,S6&Ku,S6vsMre&MrevsKu,1.635250529,0.895751728,1.541968574,15,0.012582042,0.82866534,0.003747512,0.012582042,0.012582042,0.180952381,10,-0.737168592,0.650353554,2,Connector,9,-0.788521017,0.631463497,1,Connector,10,-0.701304663,0.648925506,8,Connector,12,-0.899621449,0.660264648,8,Connector,12,-0.931159812,0.659115862,5,Connector,9,-0.852693328,0.726218157,1,Connector,11,-0.925168262,0.636436461,3,Connector,Sirt6
SIRT6,HR,"chromosome, subtelomeric region ",histone deacetylation ,deacetylase activity ,Q8N6T7,9606.ENSP00000337332,NAD-dependent protein deacetylase sirtuin-6; NAD-dependent protein deacetylase. Has deacetylase activity towards histone H3K9Ac and H3K56Ac. Modulates acetylation of histone H3 in telomeric chromatin during the S-phase of the cell cycle. Deacetylates histone H3K9Ac at NF-kappa-B target promoters and may down-regulate the expression of a subset of NF- kappa-B target genes. Acts as a corepressor of the transcription factor HIF1A to control the expression of multiple glycolytic genes to regulate glucose homeostasis. Required for genomic stability. Regulates the production of TNF protein.  [...] ,1,1,1,1,1,1,1,11.57066667,11.39666667,12.055,11.34033333,10.02533333,5.517,5.385666667,DNA Repair,firebrick1,3,0,Sirt6,S6,S6,S6,S6,S6,S6,S6,S6,0,0,0,0,PC6,Sirt6,S6vsMre&S6vsKu,1.960816796,2.324066124,0.602400778,21,0.016142657,0.922373747,0.030691224,0.016142657,0.016142657,0.1,30,-0.30530604,0.414062784,5,Peripheral,24,-0.45610281,0.446498615,6,Peripheral,27,-0.170061856,0.360645629,7,Peripheral,22,-0.204844173,0.583357181,5,Peripheral,31,-0.26400047,0.396629289,4,Peripheral,26,-0.288847148,0.548625805,5,Peripheral,27,-0.206359723,0.485728818,5,Peripheral,Sirt6
RCC2,0,"chromosome, centromeric core domain ",cell cycle ,protein kinase binding ,Q9P258,9606.ENSP00000364585,Regulator of chromosome condensation 2; Protein RCC2; Required for completion of mitosis and cytokinesis. May function as a guanine nucleotide exchange factor for the small GTPase RAC1,1,1,1,1,1,1,1,6.669,6.172333333,5.409666667,8.823,10.01566667,8.030666667,8.945,Cell Cycle regulation,coral1,1,0,Sirt6,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,0,0,0,Ku,0,Ku80,MrevsKu,1.128522456,0.688135612,1.372253793,0,3.23084E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.575108925,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
HSPD1,0,clathrin-coated pit ,response to unfolded protein ,unfolded protein binding ,P10809,9606.ENSP00000373620,"Heat shock protein family d (hsp60) member 1; 60 kDa heat shock protein, mitochondrial; Chaperonin implicated in mitochondrial protein import and macromolecular assembly. Together with Hsp10, facilitates the correct folding of imported proteins. May also prevent misfolding and promote the refolding and proper assembly of unfolded polypeptides generated under stress conditions in the mitochondrial matrix. The functional units of these chaperonins consist of heptameric rings of the large subunit Hsp60, which function as a back-to-back double ring. In a cyclic reaction, Hsp60 ring complex [...] ",1,1,1,1,1,1,1,7.528083333,8.251666667,6.954666667,8.024666667,10.00733333,7.795333333,8.616,DNA Repair,firebrick1,3,4,Sirt6,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku,0,S6,0,0,0,S6&Ku,S6vsMre&MrevsKu,2.080128188,0.049650233,1.939922637,8,0.000385617,0.655480171,0.002184964,0.000385617,0.000385617,0.321428571,16,-0.303746753,0.365663694,4,Peripheral,16,0.120674378,0.192465358,10,Peripheral,14,-0.718017921,0.386758198,1,Peripheral,19,0.183334511,0.148760296,8,Peripheral,22,-0.07635563,0.375348874,5,Peripheral,17,-0.549267077,0.506875609,2,Peripheral,15,0.438702589,0,3,Ultra peripheral,Sirt6
FBL,DSB,box C/D RNP complex ,rRNA processing ,methyltransferase activity ,P22087,9606.ENSP00000221801,"rRNA 2'-O-methyltransferase fibrillarin; S-adenosyl-L-methionine-dependent methyltransferase that has the ability to methylate both RNAs and proteins. Involved in pre-rRNA processing by catalyzing the site-specific 2'-hydroxyl methylation of ribose moieties in pre-ribosomal RNA. Site specificity is provided by a guide RNA that base pairs with the substrate. Methylation occurs at a characteristic distance from the sequence involved in base pairing with the guide RNA. Also acts as a protein methyltransferase by mediating methylation of 'Gln-105' of histone H2A (H2AQ104me), a modification [...] ",1,1,1,1,1,1,1,9.025666667,8.621666667,9.737,8.868,10.007,9.004,9.114,Chromatin Organization,darkviolet,2,0,Sirt6,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku,0,0,0,Ku,0,S6&Ku,S6vsMre&MrevsKu,1.455815689,0.477716798,1.378944893,63,0.404791459,0.805465466,0.002354188,0.404791459,0.404791459,0.593958013,30,-0.000639249,0.221051469,1,Peripheral,31,0.972775682,0.594033947,7,Peripheral,32,-0.136245066,0.274539282,2,Peripheral,49,1.789336076,0.56249443,1,Peripheral,49,1.4583502,0.56350717,3,Peripheral,29,0.887975622,0.629075405,3,Connector,33,1.660052684,0.577087361,7,Peripheral,Sirt6
RPL17,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,P18621,9606.ENSP00000463842,60S ribosomal protein L17; Component of the large ribosomal subunit; Belongs to the universal ribosomal protein uL22 family,1,1,1,1,1,1,1,2.223333333,2.633333333,5.030333333,8.015,9.96133333,2.118333333,2.636333333,Ribosome Biosynthesis,lightgreen,7,3,Sirt6,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku,S6&Ku,0,Mre,0,S6,PC3,Ku80,MrevsKu,1.44859364,1.233727538,1.976508608,90,0.815015526,0.750879084,0.00073506,0.815015526,0.815015526,0.677153558,39,0.895692167,0.126129157,1,Peripheral,32,0.817662433,0.155517018,8,Peripheral,36,0.678283903,0.100410985,2,Peripheral,53,0.376838038,0.241332807,3,Peripheral,65,0.657002841,0.256621233,1,Peripheral,33,0.694786727,0.187174795,6,Peripheral,39,0.426109109,0.225649034,4,Peripheral,Sirt6
RPL3,0,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,P39023,9606.ENSP00000346001,60S ribosomal protein L3; The L3 protein is a component of the large subunit of cytoplasmic ribosomes; L ribosomal proteins,1,1,1,1,1,1,1,4.945333333,3.222333333,9.385,10.21566667,9.891,4.406333333,4.725666667,Ribosome Biosynthesis,lightgreen,7,3,Sirt6,S6&Ku&Mre,S6&Ku,S6,S6&Ku,S6&Ku,S6&Ku,S6&Ku&Mre,S6,0,0,0,S6&Ku,PC5,Sirt6,S6vsMre,1.720651348,1.069519918,1.017835278,100,0.843178346,0.844393393,0.006433226,0.843178346,0.843178346,0.588484848,48,1.202356675,0.229933005,1,Peripheral,40,1.109748879,0.244464028,8,Peripheral,44,0.86896843,0.213026752,2,Peripheral,63,0.481451106,0.370309166,3,Peripheral,75,0.674931134,0.372388095,1,Peripheral,40,0.922879321,0.272449111,6,Peripheral,47,0.454968858,0.373758815,4,Peripheral,Sirt6
PA2G4,0,nucleolus ,rRNA processing ,ubiquitin protein ligase binding ,Q9UQ80,9606.ENSP00000302886,"Proliferation-associated protein 2G4; May play a role in a ERBB3-regulated signal transduction pathway. Seems be involved in growth regulation. Acts a corepressor of the androgen receptor (AR) and is regulated by the ERBB3 ligand neuregulin-1/heregulin (HRG). Inhibits transcription of some E2F1-regulated promoters, probably by recruiting histone acetylase (HAT) activity. Binds RNA. Associates with 28S, 18S and 5.8S mature rRNAs, several rRNA precursors and probably U3 small nucleolar RNA. May be involved in regulation of intermediate and late steps of rRNA processing. May be involved i [...] ",1,1,1,1,1,1,1,4.578666667,4.821333333,8.027,8.163333333,9.88,6.222333333,4.674333333,Transcription Regulation,slateblue1,9,0,Sirt6,S6&Ku&Mre,S6&Ku,S6&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,S6&Mre,S6&Ku,0,0,0,0,0,0,0,1.087584867,1.247406653,0.005501746,77,0.734703659,0.746436703,0.001395111,0.734703659,0.734703659,0.737525632,36,0.680892313,0.114788187,1,Peripheral,28,0.518612336,0.143008392,8,Peripheral,34,0.416975476,0.117825928,2,Peripheral,49,0.037441625,0.264947352,3,Peripheral,58,0.113644695,0.336498703,1,Peripheral,28,0.361711301,0.137989637,6,Peripheral,34,-0.036908805,0.235705382,4,Peripheral,Sirt6
LMNB1,NER,nuclear envelope ,nuclear envelope organization ,lamin binding ,P20700,9606.ENSP00000261366,"Lamin-B1; Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin",1,1,1,1,1,1,1,8.744,7.396666667,8.394,7.839333333,9.86733333,7.917333333,8.926,DNA Repair,firebrick1,3,0,Sirt6,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku&Mre,0,0,Mre,0,0,S6&Ku,S6vsMre&MrevsKu,1.609827059,0.123108838,1.601378887,6,0.000367456,0.710092034,0.000242988,0.000367456,0.000367456,0.466666667,6,-0.327649849,0,5,Ultra peripheral,6,-0.178527567,0,6,Ultra peripheral,5,-0.258639468,0,7,Ultra peripheral,5,-0.11631385,0,5,Ultra peripheral,6,-0.410367941,0,4,Ultra peripheral,5,-0.230501465,0,5,Ultra peripheral,5,-0.257424146,0,5,Ultra peripheral,Sirt6
RPSA,DSB,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,P08865,9606.ENSP00000389351,Small subunit ribosomal protein sae; 40S ribosomal protein SA; Required for the assembly and/or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits. Also functions as a cell surface receptor for laminin. Plays a role in cell adhesion to the basement membrane and in the consequent activation of signaling transduction pathways. May play a role in cell fate determination and tissue morphogenesis. Acts as a PPP1R16B-dependent substrate of PPP1CA,1,1,1,1,1,1,1,6.96425,6.515833333,7.9485,8.185166667,9.84883333,7.2415,7.330166667,Ribosome Biosynthesis,lightgreen,7,4,Sirt6,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,Mre,S6,0,0,0,S6&Ku,S6vsMre&MrevsKu,2.025041683,1.687737231,2.086302308,78,0.826460889,0.755681596,0.003680016,0.826460889,0.826460889,0.762903763,27,0.51144109,0.033201933,1,Ultra peripheral,24,0.556636077,0.038748749,8,Ultra peripheral,31,0.510652082,0.059345366,2,Peripheral,44,0.510438253,0.041399938,3,Ultra peripheral,52,0.611923383,0.053016972,1,Peripheral,24,0.497033461,0,6,Ultra peripheral,32,0.401199744,0.056449245,4,Peripheral,Sirt6
PHB,DSB,nucleoplasm ,histone deacetylation ,histone deacetylase binding ,P35232,9606.ENSP00000479488,Prohibitin 1; Prohibitin; Prohibitin inhibits DNA synthesis. It has a role in regulating proliferation. As yet it is unclear if the protein or the mRNA exhibits this effect. May play a role in regulating mitochondrial respiration activity and in aging,1,1,1,1,1,1,1,9.274833333,7.437666667,8.394666667,7.357,9.61066667,7.262666667,8.011333333,Chromatin Organization,darkviolet,2,0,Sirt6,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku,0,0,0,Ku,0,S6&Ku,S6vsMre&MrevsKu,1.768909918,1.140884711,1.713624591,26,0.014533516,0.912150714,0.021425858,0.014533516,0.014533516,0.064615385,15,-0.199342218,0.651810811,5,Connector,15,0.087806311,0.620872521,6,Connector,12,-0.261685465,0.715084572,7,Connector,14,0.113910624,0.613973406,5,Peripheral,21,0.361878883,0.493072624,4,Peripheral,15,0.160054455,0.660826553,5,Connector,18,0.581183135,0.511646995,5,Peripheral,Sirt6
SFPQ,DSB,RNA polymerase II transcription regulator complex ,"transcription, DNA-templated ",histone deacetylase binding ,P23246,9606.ENSP00000349748,"Splicing factor, proline- and glutamine-rich; DNA- and RNA binding protein, involved in several nuclear processes. Essential pre-mRNA splicing factor required early in spliceosome formation and for splicing catalytic step II, probably as a heteromer with NONO. Binds to pre-mRNA in spliceosome C complex, and specifically binds to intronic polypyrimidine tracts. Involved in regulation of signal-induced alternative splicing. During splicing of PTPRC/CD45, a phosphorylated form is sequestered by THRAP3 from the pre-mRNA in resting T-cells; T-cell activation and subsequent reduced phosphory [...] ",1,1,1,1,1,1,1,7.983666667,7.124,7.267333333,7.661333333,9.495333333,8.555333333,7.300333333,DNA Repair,firebrick1,3,4,Sirt6,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,0,S6,0,0,0,Sirt6,S6vsKu,1.105751352,1.610507331,0.111418167,17,0.003120238,0.775106523,0.002189785,0.003120238,0.003120238,0.235294118,13,-0.052923799,0.427731623,2,Peripheral,9,-0.358257209,0.296202058,1,Peripheral,14,0.000416499,0.44169458,8,Peripheral,14,-0.496574859,0.267544413,8,Peripheral,13,-0.629094615,0.230090565,5,Peripheral,11,-0.272100443,0.510769706,1,Peripheral,9,-0.65130326,0.223643145,3,Peripheral,Sirt6
NOP2,0,nucleoplasm ,regulation of signal transduction by p53 class mediator ,methyltransferase activity ,P46087,9606.ENSP00000371858,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase; Involved in ribosomal large subunit assembly. S-adenosyl-L-methionine-dependent methyltransferase that specifically methylates the C(5) position of cytosine 4447 in 28S rRNA (Probable). May play a role in the regulation of the cell cycle and the increased nucleolar activity that is associated with the cell proliferation (Probable); Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB/NOP family,1,1,1,1,1,1,1,7.973,5.092333333,8.397666667,8.360333333,9.437333333,8.906666667,8.353666667,p53 Pathway,tomato,5,0,Sirt6,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,0,0,Mre,0,0,0,0,0.189202774,1.528067863,0.53724568,44,0.180720549,0.730190523,0.00070293,0.180720549,0.180720549,0.634249471,26,-0.390008885,0.104863941,1,Peripheral,25,-0.510184108,0.38582507,8,Peripheral,27,-0.542843288,0.102708125,2,Peripheral,36,0.560019244,0.547771204,1,Peripheral,37,0.402079658,0.526367095,3,Peripheral,24,-0.863690828,0.448227749,6,Peripheral,27,0.626112548,0.515824049,7,Peripheral,Sirt6
RPS8,DSB,ribonucleoprotein complex ,ribosome biogenesis ,structural constituent of ribosome ,P62241,9606.ENSP00000379888,Small subunit ribosomal protein s8e; Ribosomal protein S8; Belongs to the eukaryotic ribosomal protein eS8 family,1,1,1,1,1,1,1,8.619,7.735833333,8.478833333,8.336166667,9.422833333,6.787833333,4.710833333,Ribosome Biosynthesis,lightgreen,7,0,Sirt6,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,0,0,0,Ku,0,0,0,0.641781346,1.448335554,0.239793249,117,0.990274586,0.827091641,0.001499246,0.990274586,0.990274586,0.514441497,48,1.582701484,0.135563702,1,Peripheral,44,0.809869776,0.490822271,8,Peripheral,49,1.403888943,0.168978383,2,Peripheral,68,0.615553262,0.439428361,3,Peripheral,77,0.636426397,0.433400965,1,Peripheral,43,0.741007651,0.460515669,6,Peripheral,51,0.519875861,0.455649004,4,Peripheral,Sirt6
G3BP1,0,ribonucleoprotein complex ,DNA duplex unwinding ,RNA helicase activity ,Q13283,9606.ENSP00000377681,"Ras GTPase-activating protein-binding protein 1; May be a regulated effector of stress granule assembly. Phosphorylation-dependent sequence-specific endoribonuclease in vitro. Cleaves exclusively between cytosine and adenine and cleaves MYC mRNA preferentially at the 3'-UTR. ATP- and magnesium- dependent helicase. Unwinds preferentially partial DNA and RNA duplexes having a 17 bp annealed portion and either a hanging 3' tail or hanging tails at both 5'- and 3'-ends. Unwinds DNA/DNA, RNA/DNA, and RNA/RNA substrates with comparable efficiency. Acts unidirectionally by moving in the 5' to [...] ",1,1,1,1,1,1,1,4.928666667,2.633333333,4.432,7.057333333,9.345,4.228666667,4.755666667,DNA Repair,firebrick1,3,0,Sirt6,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku,S6&Ku&Mre,S6&Ku,S6&Ku,0,0,0,0,PC4,0,0,1.378564365,0.087449391,1.433136249,52,0.09520136,0.880708306,0.030354588,0.09520136,0.09520136,0.134992459,21,0.024060167,0.580566062,2,Peripheral,24,0.236691941,0.638805697,1,Connector,24,0.065395562,0.621181051,8,Connector,33,-0.484720548,0.710031715,8,Connector,37,0.239092261,0.705299165,4,Connector,21,-0.123962899,0.685050851,1,Connector,24,-0.37652923,0.623153166,3,Connector,Sirt6
GNL3,DSB,chromosome ,telomere maintenance via telomerase ,mRNA binding ,Q9BVP2,9606.ENSP00000395772,"Guanine nucleotide-binding protein-like 3; May be required to maintain the proliferative capacity of stem cells. Stabilizes MDM2 by preventing its ubiquitination, and hence proteasomal degradation (By similarity); Belongs to the TRAFAC class YlqF/YawG GTPase family",1,1,1,1,1,1,1,2.587666667,4.983666667,4.805333333,8.367,9.318,5.579666667,6.141,Transcription Regulation,slateblue1,9,3,Sirt6,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku,0,0,0,S6&Ku,0,0,0,1.03975217,0.351412949,1.069932661,39,0.147208883,0.77206921,0.001742379,0.147208883,0.147208883,0.649122807,28,-0.284000846,0.110978111,1,Peripheral,24,-0.601595836,0.392437675,8,Peripheral,26,-0.637541497,0.195800491,2,Peripheral,35,0.18891171,0.543144937,1,Peripheral,39,0.502642089,0.532169211,3,Peripheral,23,-0.819331884,0.396952873,6,Peripheral,24,0.042242048,0.561839302,7,Peripheral,Sirt6
THRAP3,NER,mediator complex ,"transcription, DNA-templated ",transcription coactivator activity ,Q9Y2W1,9606.ENSP00000346634,Thyroid hormone receptor-associated protein 3; Involved in pre-mRNA splicing. Remains associated with spliced mRNA after splicing which probably involves interactions with the exon junction complex (EJC). Can trigger mRNA decay which seems to be independent of nonsense-mediated decay involving premature stop codons (PTC) recognition. May be involved in nuclear mRNA decay. Involved in regulation of signal-induced alternative splicing. During splicing of PTPRC/CD45 is proposed to sequester phosphorylated SFPQ from PTPRC/CD45 pre-mRNA in resting T-cells. Involved in cyclin-D1/CCND1 mRNA s [...] ,1,1,1,1,1,1,0,2.222,2.802,7.786333333,9.090333333,9.269,4.289,0,Transcription Regulation,slateblue1,9,3,Sirt6,S6&Ku,S6,S6,S6,S6&Ku,S6&Ku,S6,0,0,0,0,S6,0,Sirt6,S6vsMre&S6vsKu,1.673607203,1.304733803,0.989023568,13,0.004488333,0.759396471,0.002547036,0.004488333,0.004488333,0.346153846,7,-0.999656554,0.193522788,4,Peripheral,9,-0.667528575,0.150417918,10,Peripheral,8,-1.171447728,0.169013747,1,Peripheral,9,-0.710626644,0.17089832,8,Peripheral,14,-0.497521355,0.110419504,5,Peripheral,7,-1.172444755,0.193522788,2,Peripheral,0,0,0,0,0,Sirt6
RALY,0,spliceosomal complex ,"mRNA splicing, via spliceosome ",transcription cofactor activity ,Q9UKM9,9606.ENSP00000246194,RNA-binding protein Raly; RNA-binding protein that acts as a transcriptional cofactor for cholesterol biosynthetic genes in the liver. Binds the lipid-responsive non-coding RNA LeXis and is required for LeXis-mediated effect on cholesterogenesis (By similarity). May be a heterogeneous nuclear ribonucleoprotein (hnRNP); Belongs to the RRM HNRPC family. RALY subfamily,1,1,1,1,1,1,1,6.110333333,5.476333333,5.524333333,7.633,9.166666667,5.34,6.039666667,Transcription Regulation,slateblue1,9,3,Sirt6,S6&Ku&Mre,S6&Ku&Mre,S6,S6&Ku&Mre,S6&Ku,S6&Ku&Mre,S6&Mre,S6&Ku,0,0,0,S6&Ku,0,Sirt6,S6vsKu,0.657639221,1.388986887,0.346134981,18,0.004706235,0.769764179,0.000682681,0.004706235,0.004706235,0.366013072,15,0.074825887,0.503668795,2,Peripheral,14,0.253507462,0.430394756,1,Peripheral,17,0.327816079,0.498862334,8,Peripheral,15,-0.300388814,0.12959579,8,Peripheral,17,-0.333125114,0.116542716,5,Peripheral,14,0.120630122,0.47469694,1,Peripheral,14,-0.146875989,0.138279562,3,Peripheral,Sirt6
NOP56,DSB,small-subunit processome ,rRNA processing ,histone methyltransferase binding ,O00567,9606.ENSP00000370589,"Nucleolar protein 56; Involved in the early to middle stages of 60S ribosomal subunit biogenesis. Core component of box C/D small nucleolar ribonucleoprotein (snoRNP) particles. Required for the biogenesis of box C/D snoRNAs such U3, U8 and U14 snoRNAs; Belongs to the NOP5/NOP56 family",1,1,1,1,1,1,1,2.784,2.870666667,7.368,8.496333333,9.097333333,4.568333333,4.630333333,Ribosome Biosynthesis,lightgreen,7,3,Sirt6,S6&Ku&Mre,S6&Ku,S6,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Mre,S6&Ku&Mre,0,0,Mre,S6,0,0,0,1.026314123,0.962658082,0.197653989,63,0.420280974,0.794922267,0.002535465,0.420280974,0.420280974,0.609318996,28,0.003446618,0.133039533,1,Peripheral,30,1.104058374,0.550790428,7,Peripheral,31,-0.109816626,0.231876807,2,Peripheral,44,1.957499959,0.51769204,1,Peripheral,47,1.755383515,0.524094553,3,Peripheral,24,0.908570285,0.557213398,3,Peripheral,30,1.792646926,0.510810583,7,Peripheral,Sirt6
